iter	Passed	Remaining
4368	550696	3230692
4369	550799	3230433
4370	550914	3230243
4371	551027	3230038
4372	551134	3229803
4373	551245	3229585
4374	551366	3229429
4375	551482	3229248
4376	551586	3228991
4377	551688	3228724
4378	551797	3228502
4379	551905	3228266
4380	552011	3228024
4381	552125	3227829
4382	552258	3227743
4383	552381	3227599
4384	552497	3227415
4385	552601	3227165
4386	552713	3226954
4387	552817	3226700
4388	552915	3226411
4389	553029	3226213
4390	553130	3225945
4391	553242	3225735
4392	553360	3225564
4393	553489	3225455
4394	553599	3225239
4395	553710	3225026
4396	553813	3224766
4397	553914	3224493
4398	554023	3224266
4399	554117	3223958
4400	554227	3223737
4401	554336	3223512
4402	554453	3223332
4403	554565	3223126
4404	554689	3222990
4405	554798	3222768
4406	554906	3222538
4407	555014	3222305
4408	555127	3222104
4409	555249	3221955
4410	555353	3221704
4411	555459	3221462
4412	555558	3221182
4413	555664	3220939
4414	555790	3220815
4415	555915	3220686
4416	556022	3220446
4417	556127	3220205
4418	556233	3219962
4419	556389	3220008
4420	556483	3219697
4421	556591	3219468
4422	556694	3219212
4423	556797	3218953
4424	556903	3218715
4425	557022	3218549
4426	557141	3218385
4427	557250	3218160
4428	557358	3217933
4429	557476	3217761
4430	557578	3217496
4431	557679	3217226
4432	557782	3216968
4433	557892	3216749
4434	558003	3216540
4435	558183	3216727
4436	558299	3216542
4437	558398	3216264
4438	558502	3216011
4439	558594	3215690
4440	558697	3215433
4441	558803	3215196
4442	558914	3214987
4443	559022	3214756
4444	559122	3214480
4445	559222	3214210
4446	559347	3214078
4447	559458	3213866
4448	559563	3213625
4449	559666	3213367
4450	559751	3213006
4451	559853	3212742
4452	559957	3212494
4453	560060	3212239
4454	560165	3211992
4455	560276	3211783
4456	560381	3211537
4457	560496	3211351
4458	560620	3211214
4459	560741	3211059
4460	560855	3210867
4461	560954	3210590
4462	561074	3210432
4463	561194	3210276
4464	561306	3210068
4465	561417	3209860
4466	561527	3209646
4467	561638	3209433
4468	561760	3209289
4469	561875	3209103
4470	561991	3208919
4471	562110	3208754
4472	562212	3208493
4473	562309	3208207
4474	562422	3208005
4475	562531	3207788
4476	562628	3207500
4477	562738	3207281
4478	562839	3207018
4479	562976	3206958
4480	563259	3207728
4481	563395	3207658
4482	563526	3207564
4483	563627	3207296
4484	563742	3207111
4485	563859	3206935
4486	563966	3206701
4487	564073	3206472
4488	564191	3206299
4489	564297	3206064
4490	564416	3205899
4491	564531	3205713
4492	564638	3205485
4493	564748	3205268
4494	564868	3205108
4495	564974	3204872
4496	565075	3204609
4497	565200	3204478
4498	565327	3204358
4499	565449	3204214
4500	565561	3204012
4501	565671	3203794
4502	565778	3203567
4503	565889	3203357
4504	565998	3203134
4505	566093	3202835
4506	566192	3202561
4507	566297	3202318
4508	566407	3202103
4509	566519	3201900
4510	566637	3201736
4511	566746	3201512
4512	566848	3201253
4513	566957	3201037
4514	567060	3200780
4515	567164	3200533
4516	567265	3200271
4517	567369	3200024
4518	567480	3199816
4519	567580	3199547
4520	567712	3199457
4521	567830	3199288
4522	567954	3199154
4523	568052	3198873
4524	568158	3198638
4525	568255	3198354
4526	568368	3198153
4527	568470	3197896
4528	568574	3197653
4529	568675	3197389
4530	568785	3197173
4531	568911	3197048
4532	569024	3196853
4533	569125	3196594
4534	569237	3196389
4535	569344	3196163
4536	569441	3195873
4537	569553	3195674
4538	569665	3195473
4539	569772	3195243
4540	569879	3195015
4541	569988	3194795
4542	570100	3194593
4543	570232	3194509
4544	570337	3194263
4545	570453	3194087
4546	570576	3193949
4547	570679	3193695
4548	570780	3193432
4549	570891	3193229
4550	571002	3193021
4551	571109	3192794
4552	571213	3192548
4553	571330	3192377
4554	571443	3192181
4555	571539	3191889
4556	571636	3191605
4557	571730	3191307
4558	571844	3191116
4559	571949	3190876
4560	572052	3190624
4561	572170	3190456
4562	572276	3190227
4563	572391	3190043
4564	572512	3189893
4565	572615	3189640
4566	572716	3189382
4567	572821	3189140
4568	572936	3188960
4569	573041	3188721
4570	573138	3188434
4571	573238	3188170
4572	573349	3187966
4573	573461	3187766
4574	573568	3187538
4575	573697	3187433
4576	573797	3187166
4577	573902	3186924
4578	574059	3186977
4579	574176	3186802
4580	574280	3186559
4581	574387	3186332
4582	574485	3186055
4583	574584	3185786
4584	574679	3185491
4585	574805	3185370
4586	574923	3185205
4587	575034	3184999
4588	575149	3184818
4589	575259	3184607
4590	575361	3184352
4591	575474	3184159
4592	575574	3183891
4593	575804	3184344
4594	575912	3184128
4595	576040	3184013
4596	576151	3183810
4597	576254	3183562
4598	576368	3183374
4599	576481	3183181
4600	576593	3182980
4601	576702	3182767
4602	576815	3182573
4603	576920	3182334
4604	577033	3182142
4605	577155	3181997
4606	577277	3181854
4607	577385	3181632
4608	577498	3181443
4609	577602	3181197
4610	577710	3180975
4611	577802	3180668
4612	577903	3180409
4613	578009	3180178
4614	578114	3179944
4615	578219	3179707
4616	578331	3179507
4617	578450	3179349
4618	578560	3179140
4619	578657	3178856
4620	578759	3178607
4621	578872	3178413
4622	578970	3178141
4623	579081	3177933
4624	579179	3177660
4625	579285	3177432
4626	579388	3177185
4627	579508	3177031
4628	579629	3176882
4629	579726	3176600
4630	579837	3176396
4631	579938	3176142
4632	580063	3176014
4633	580186	3175875
4634	580299	3175682
4635	580408	3175467
4636	580517	3175254
4637	580622	3175018
4638	580753	3174926
4639	580870	3174755
4640	580977	3174533
4641	581091	3174347
4642	581192	3174091
4643	581294	3173835
4644	581402	3173618
4645	581508	3173387
4646	581617	3173178
4647	581735	3173010
4648	581840	3172779
4649	581965	3172651
4650	582064	3172383
4651	582168	3172145
4652	582281	3171949
4653	582381	3171688
4654	582496	3171509
4655	582603	3171287
4656	582709	3171055
4657	582813	3170815
4658	582907	3170522
4659	583012	3170285
4660	583137	3170163
4661	583248	3169960
4662	583354	3169729
4663	583455	3169473
4664	583566	3169270
4665	583673	3169047
4666	583771	3168776
4667	583883	3168581
4668	583992	3168366
4669	584110	3168206
4670	584226	3168031
4671	584351	3167902
4672	584452	3167647
4673	584554	3167402
4674	584650	3167117
4675	584754	3166878
4676	584846	3166572
4677	584956	3166369
4678	585052	3166083
4679	585170	3165920
4680	585272	3165673
4681	585386	3165486
4682	585499	3165299
4683	585607	3165078
4684	585714	3164857
4685	585838	3164728
4686	585952	3164544
4687	586067	3164366
4688	586172	3164129
4689	586287	3163953
4690	586396	3163742
4691	586509	3163552
4692	586644	3163480
4693	586770	3163360
4694	586868	3163088
4695	586982	3162905
4696	587085	3162664
4697	587192	3162441
4698	587364	3162569
4699	587464	3162309
4700	587579	3162131
4701	587701	3161991
4702	587826	3161866
4703	587955	3161758
4704	588070	3161580
4705	588183	3161395
4706	588291	3161177
4707	588406	3160997
4708	588514	3160780
4709	588624	3160575
4710	588721	3160299
4711	588824	3160060
4712	588946	3159918
4713	589078	3159828
4714	589192	3159644
4715	589367	3159787
4716	589476	3159579
4717	589589	3159388
4718	589696	3159170
4719	589803	3158949
4720	589912	3158738
4721	590011	3158471
4722	590142	3158378
4723	590269	3158265
4724	590384	3158088
4725	590523	3158038
4726	590644	3157890
4727	590759	3157715
4728	590860	3157459
4729	590976	3157288
4730	591090	3157105
4731	591182	3156804
4732	591299	3156636
4733	591427	3156530
4734	591548	3156380
4735	591666	3156219
4736	591782	3156047
4737	591894	3155854
4738	592007	3155665
4739	592109	3155420
4740	592219	3155215
4741	592340	3155070
4742	592446	3154844
4743	592582	3154778
4744	592723	3154737
4745	592836	3154550
4746	592945	3154341
4747	593042	3154068
4748	593166	3153936
4749	593280	3153751
4750	593388	3153538
4751	593503	3153360
4752	593611	3153149
4753	593728	3152982
4754	593854	3152863
4755	593978	3152730
4756	594090	3152537
4757	594209	3152383
4758	594388	3152544
4759	594493	3152316
4760	594598	3152081
4761	594725	3151970
4762	594832	3151750
4763	594959	3151635
4764	595095	3151570
4765	595221	3151452
4766	595337	3151279
4767	595446	3151069
4768	595566	3150922
4769	595683	3150753
4770	595787	3150517
4771	595899	3150326
4772	596007	3150113
4773	596129	3149969
4774	596248	3149816
4775	596377	3149712
4776	596476	3149451
4777	596580	3149217
4778	596697	3149049
4779	596805	3148837
4780	596916	3148636
4781	597026	3148434
4782	597132	3148212
4783	597245	3148024
4784	597356	3147824
4785	597490	3147751
4786	597607	3147584
4787	597705	3147314
4788	597818	3147131
4789	597936	3146970
4790	598041	3146737
4791	598148	3146519
4792	598264	3146351
4793	598373	3146143
4794	598490	3145976
4795	598645	3146007
4796	598765	3145858
4797	598883	3145697
4798	598990	3145477
4799	599099	3145271
4800	599212	3145084
4801	599314	3144840
4802	599420	3144619
4803	599532	3144425
4804	599641	3144219
4805	599755	3144037
4806	599884	3143933
4807	600023	3143881
4808	600196	3144013
4809	600333	3143952
4810	600442	3143742
4811	600547	3143512
4812	600661	3143331
4813	600770	3143126
4814	600878	3142915
4815	600984	3142689
4816	601096	3142499
4817	601242	3142483
4818	601350	3142271
4819	601455	3142041
4820	601560	3141815
4821	601678	3141655
4822	601795	3141488
4823	601896	3141241
4824	602002	3141020
4825	602114	3140827
4826	602226	3140634
4827	602368	3140599
4828	602489	3140457
4829	602604	3140278
4830	602706	3140038
4831	602880	3140167
4832	602989	3139961
4833	603092	3139723
4834	603195	3139485
4835	603307	3139294
4836	603407	3139041
4837	603544	3138978
4838	603670	3138864
4839	603772	3138620
4840	603885	3138434
4841	603988	3138196
4842	604088	3137940
4843	604192	3137711
4844	604291	3137450
4845	604394	3137214
4846	604507	3137027
4847	604606	3136772
4848	604723	3136603
4849	604886	3136681
4850	604996	3136476
4851	605126	3136382
4852	605216	3136076
4853	605334	3135915
4854	605421	3135594
4855	605522	3135347
4856	605627	3135125
4857	605734	3134906
4858	605835	3134661
4859	605950	3134483
4860	606070	3134335
4861	606185	3134161
4862	606282	3133895
4863	606394	3133701
4864	606501	3133486
4865	606594	3133197
4866	606702	3132990
4867	606820	3132828
4868	606924	3132599
4869	607028	3132364
4870	607126	3132102
4871	607244	3131948
4872	607356	3131753
4873	607463	3131542
4874	607570	3131323
4875	607673	3131087
4876	607788	3130914
4877	607895	3130698
4878	608000	3130475
4879	608118	3130313
4880	608218	3130062
4881	608341	3129931
4882	608463	3129790
4883	608564	3129546
4884	608674	3129346
4885	608786	3129159
4886	608890	3128924
4887	609000	3128728
4888	609105	3128503
4889	609215	3128303
4890	609321	3128084
4891	609433	3127895
4892	609557	3127765
4893	609671	3127587
4894	609772	3127340
4895	609870	3127080
4896	609971	3126836
4897	610090	3126682
4898	610196	3126461
4899	610294	3126204
4900	610408	3126021
4901	610507	3125768
4902	610618	3125575
4903	610736	3125416
4904	610856	3125269
4905	610961	3125044
4906	611076	3124870
4907	611188	3124681
4908	611288	3124433
4909	611395	3124217
4910	611507	3124028
4911	611616	3123825
4912	611723	3123614
4913	611842	3123458
4914	611972	3123361
4915	612087	3123189
4916	612195	3122979
4917	612308	3122799
4918	612415	3122584
4919	612525	3122383
4920	612634	3122180
4921	612727	3121896
4922	612848	3121754
4923	612945	3121493
4924	613075	3121394
4925	613185	3121196
4926	613289	3120970
4927	613400	3120774
4928	613502	3120533
4929	613616	3120355
4930	613714	3120098
4931	613821	3119886
4932	613927	3119669
4933	614034	3119455
4934	614134	3119207
4935	614258	3119076
4936	614383	3118956
4937	614485	3118719
4938	614593	3118510
4939	614694	3118268
4940	614799	3118047
4941	614905	3117825
4942	615009	3117597
4943	615131	3117464
4944	615236	3117238
4945	615336	3116993
4946	615444	3116782
4947	615566	3116645
4948	615674	3116442
4949	615785	3116245
4950	615894	3116043
4951	615992	3115790
4952	616097	3115563
4953	616209	3115377
4954	616314	3115154
4955	616423	3114955
4956	616533	3114756
4957	616646	3114576
4958	616765	3114420
4959	616860	3114151
4960	616964	3113923
4961	617076	3113735
4962	617173	3113473
4963	617272	3113222
4964	617384	3113035
4965	617495	3112841
4966	617600	3112621
4967	617702	3112382
4968	617827	3112266
4969	617933	3112045
4970	618037	3111822
4971	618144	3111608
4972	618252	3111402
4973	618351	3111150
4974	618464	3110971
4975	618566	3110731
4976	618662	3110467
4977	618763	3110225
4978	618866	3109994
4979	618977	3109800
4980	619101	3109674
4981	619215	3109498
4982	619319	3109272
4983	619425	3109058
4984	619532	3108848
4985	619624	3108559
4986	619735	3108372
4987	619846	3108179
4988	619944	3107924
4989	620060	3107757
4990	620175	3107589
4991	620290	3107417
4992	620392	3107183
4993	620529	3107121
4994	620618	3106820
4995	620725	3106611
4996	620827	3106372
4997	620938	3106181
4998	621043	3105963
4999	621147	3105738
5000	621258	3105548
5001	621382	3105422
5002	621498	3105256
5003	621622	3105130
5004	621731	3104929
5005	621828	3104668
5006	621932	3104448
5007	622027	3104176
5008	622139	3103991
5009	622244	3103768
5010	622346	3103535
5011	622451	3103316
5012	622567	3103152
5013	622750	3103318
5014	622845	3103050
5015	623031	3103234
5016	623138	3103021
5017	623238	3102780
5018	623345	3102571
5019	623458	3102389
5020	623572	3102215
5021	623676	3101990
5022	623804	3101885
5023	623914	3101688
5024	624018	3101464
5025	624127	3101266
5026	624230	3101037
5027	624335	3100816
5028	624435	3100573
5029	624542	3100361
5030	624656	3100187
5031	624765	3099986
5032	624873	3099787
5033	625002	3099685
5034	625134	3099600
5035	625230	3099334
5036	625343	3099154
5037	625455	3098970
5038	625563	3098765
5039	625672	3098568
5040	625767	3098302
5041	625863	3098036
5042	625975	3097850
5043	626085	3097657
5044	626209	3097531
5045	626334	3097414
5046	626439	3097195
5047	626539	3096951
5048	626646	3096744
5049	626754	3096540
5050	626862	3096336
5051	626982	3096190
5052	627094	3096008
5053	627202	3095804
5054	627301	3095555
5055	627423	3095422
5056	627537	3095248
5057	627641	3095022
5058	627738	3094765
5059	627849	3094576
5060	627951	3094343
5061	628066	3094174
5062	628172	3093964
5063	628283	3093772
5064	628393	3093581
5065	628503	3093390
5066	628622	3093241
5067	628807	3093415
5068	628909	3093180
5069	629021	3092998
5070	629117	3092738
5071	629235	3092585
5072	629352	3092426
5073	629453	3092186
5074	629566	3092009
5075	629671	3091793
5076	629775	3091570
5077	629906	3091481
5078	630033	3091371
5079	630145	3091184
5080	630378	3091598
5081	630496	3091440
5082	630601	3091225
5083	630702	3090989
5084	630808	3090777
5085	630911	3090546
5086	631014	3090319
5087	631138	3090197
5088	631242	3089972
5089	631350	3089774
5090	631448	3089522
5091	631557	3089324
5092	631657	3089079
5093	631766	3088885
5094	631873	3088675
5095	631980	3088469
5096	632081	3088235
5097	632189	3088031
5098	632317	3087924
5099	632426	3087731
5100	632537	3087539
5101	632631	3087273
5102	632738	3087065
5103	632843	3086846
5104	632941	3086596
5105	633047	3086385
5106	633150	3086160
5107	633251	3085921
5108	633363	3085741
5109	633479	3085576
5110	633590	3085392
5111	633698	3085189
5112	633807	3084990
5113	633909	3084761
5114	634017	3084560
5115	634117	3084318
5116	634228	3084131
5117	634333	3083915
5118	634429	3083658
5119	634542	3083481
5120	634669	3083368
5121	634775	3083160
5122	634888	3082982
5123	635008	3082839
5124	635121	3082660
5125	635214	3082387
5126	635322	3082188
5127	635432	3081996
5128	635537	3081781
5129	635640	3081556
5130	635761	3081415
5131	635887	3081302
5132	635988	3081068
5133	636088	3080829
5134	636200	3080649
5135	636302	3080415
5136	636404	3080189
5137	636524	3080045
5138	636615	3079760
5139	636706	3079481
5140	636811	3079265
5141	636916	3079051
5142	637039	3078919
5143	637139	3078680
5144	637248	3078485
5145	637347	3078241
5146	637455	3078040
5147	637617	3078103
5148	637729	3077920
5149	637844	3077756
5150	637951	3077550
5151	638058	3077343
5152	638177	3077195
5153	638281	3076975
5154	638377	3076720
5155	638483	3076510
5156	638587	3076290
5157	638685	3076039
5158	638782	3075789
5159	638882	3075552
5160	638984	3075323
5161	639095	3075136
5162	639199	3074916
5163	639320	3074780
5164	639435	3074612
5165	639542	3074411
5166	639636	3074142
5167	639747	3073955
5168	639858	3073773
5169	639963	3073558
5170	640084	3073421
5171	640193	3073227
5172	640301	3073024
5173	640414	3072851
5174	640535	3072715
5175	640663	3072611
5176	640775	3072427
5177	640876	3072198
5178	640980	3071976
5179	641091	3071795
5180	641198	3071589
5181	641303	3071375
5182	641424	3071240
5183	641544	3071094
5184	641658	3070926
5185	641775	3070772
5186	641892	3070616
5187	641990	3070368
5188	642101	3070184
5189	642203	3069957
5190	642306	3069732
5191	642422	3069572
5192	642528	3069362
5193	642632	3069146
5194	642744	3068964
5195	642871	3068858
5196	642989	3068708
5197	643085	3068450
5198	643184	3068210
5199	643282	3067963
5200	643386	3067744
5201	643505	3067601
5202	643613	3067401
5203	643715	3067171
5204	643815	3066938
5205	643917	3066711
5206	644023	3066503
5207	644135	3066324
5208	644233	3066076
5209	644338	3065864
5210	644444	3065655
5211	644550	3065446
5212	644659	3065252
5213	644760	3065024
5214	644859	3064783
5215	644966	3064580
5216	645104	3064526
5217	645220	3064366
5218	645339	3064218
5219	645442	3063998
5220	645543	3063766
5221	645633	3063484
5222	645739	3063277
5223	645840	3063043
5224	645938	3062800
5225	646047	3062604
5226	646158	3062422
5227	646259	3062190
5228	646367	3061994
5229	646482	3061830
5230	646595	3061656
5231	646695	3061422
5232	646788	3061151
5233	646891	3060933
5234	646995	3060714
5235	647095	3060480
5236	647197	3060253
5237	647300	3060033
5238	647406	3059825
5239	647519	3059652
5240	647634	3059489
5241	647740	3059283
5242	647847	3059082
5243	647942	3058821
5244	648036	3058561
5245	648144	3058363
5246	648248	3058147
5247	648355	3057942
5248	648470	3057780
5249	648578	3057583
5250	648687	3057393
5251	648859	3057495
5252	648958	3057257
5253	649075	3057101
5254	649187	3056925
5255	649297	3056739
5256	649397	3056504
5257	649497	3056270
5258	649608	3056089
5259	649705	3055838
5260	649809	3055626
5261	649919	3055437
5262	650067	3055426
5263	650173	3055223
5264	650282	3055031
5265	650381	3054792
5266	650480	3054552
5267	650589	3054361
5268	650689	3054128
5269	650794	3053920
5270	650888	3053657
5271	650986	3053414
5272	651097	3053230
5273	651225	3053130
5274	651333	3052932
5275	651426	3052664
5276	651518	3052397
5277	651627	3052206
5278	651736	3052013
5279	651837	3051786
5280	651939	3051558
5281	652037	3051318
5282	652140	3051097
5283	652248	3050904
5284	652362	3050735
5285	652482	3050598
5286	652581	3050358
5287	652689	3050164
5288	652789	3049928
5289	652897	3049733
5290	653020	3049608
5291	653115	3049352
5292	653217	3049130
5293	653319	3048907
5294	653428	3048714
5295	653550	3048584
5296	653670	3048447
5297	653777	3048246
5298	653877	3048016
5299	653981	3047800
5300	654081	3047566
5301	654197	3047410
5302	654298	3047183
5303	654410	3047005
5304	654516	3046803
5305	654626	3046614
5306	654766	3046568
5307	654901	3046499
5308	655022	3046366
5309	655123	3046140
5310	655230	3045939
5311	655341	3045757
5312	655452	3045577
5313	655560	3045384
5314	655671	3045202
5315	655779	3045008
5316	655891	3044831
5317	655999	3044637
5318	656104	3044426
5319	656206	3044205
5320	656315	3044014
5321	656419	3043805
5322	656523	3043591
5323	656634	3043408
5324	656733	3043171
5325	656831	3042932
5326	656951	3042794
5327	657066	3042630
5328	657194	3042532
5329	657303	3042343
5330	657472	3042427
5331	657566	3042171
5332	657674	3041976
5333	657773	3041738
5334	657879	3041537
5335	657982	3041320
5336	658095	3041146
5337	658200	3040938
5338	658325	3040827
5339	658442	3040672
5340	658552	3040485
5341	658660	3040292
5342	658760	3040064
5343	658874	3039897
5344	658967	3039633
5345	659078	3039453
5346	659185	3039254
5347	659298	3039085
5348	659405	3038884
5349	659518	3038718
5350	659633	3038555
5351	659751	3038406
5352	659850	3038172
5353	659964	3038004
5354	660065	3037778
5355	660180	3037617
5356	660294	3037452
5357	660397	3037235
5358	660515	3037087
5359	660635	3036951
5360	660759	3036832
5361	660867	3036640
5362	660987	3036500
5363	661100	3036328
5364	661200	3036100
5365	661303	3035883
5366	661395	3035615
5367	661505	3035434
5368	661621	3035275
5369	661726	3035067
5370	661843	3034917
5371	661969	3034806
5372	662070	3034583
5373	662172	3034363
5374	662287	3034201
5375	662390	3033986
5376	662502	3033812
5377	662658	3033837
5378	662774	3033680
5379	662891	3033527
5380	663029	3033476
5381	663190	3033525
5382	663327	3033462
5383	663453	3033353
5384	663561	3033161
5385	663689	3033056
5386	663787	3032818
5387	663899	3032646
5388	664001	3032423
5389	664114	3032254
5390	664219	3032047
5391	664348	3031950
5392	664467	3031809
5393	664562	3031557
5394	664657	3031306
5395	664769	3031130
5396	664875	3030930
5397	665001	3030820
5398	665109	3030627
5399	665217	3030434
5400	665324	3030239
5401	665427	3030023
5402	665548	3029891
5403	665661	3029719
5404	665764	3029506
5405	665867	3029291
5406	665974	3029095
5407	666080	3028893
5408	666191	3028715
5409	666294	3028500
5410	666399	3028294
5411	666508	3028106
5412	666608	3027878
5413	666729	3027744
5414	666843	3027581
5415	666946	3027367
5416	667063	3027213
5417	667169	3027014
5418	667272	3026800
5419	667378	3026596
5420	667473	3026346
5421	667577	3026138
5422	667683	3025939
5423	667786	3025722
5424	667908	3025596
5425	668009	3025369
5426	668115	3025171
5427	668229	3025005
5428	668333	3024797
5429	668445	3024625
5430	668552	3024427
5431	668661	3024240
5432	668755	3023987
5433	668856	3023762
5434	668965	3023577
5435	669083	3023430
5436	669183	3023205
5437	669293	3023019
5438	669383	3022749
5439	669484	3022527
5440	669580	3022279
5441	669700	3022142
5442	669805	3021938
5443	669916	3021762
5444	670032	3021604
5445	670152	3021471
5446	670266	3021303
5447	670418	3021314
5448	670527	3021125
5449	670635	3020936
5450	670727	3020675
5451	670833	3020471
5452	670937	3020262
5453	671039	3020048
5454	671140	3019823
5455	671249	3019636
5456	671374	3019523
5457	671492	3019376
5458	671606	3019214
5459	671730	3019097
5460	671843	3018927
5461	671949	3018727
5462	672064	3018569
5463	672162	3018335
5464	672280	3018189
5465	672386	3017991
5466	672510	3017871
5467	672632	3017744
5468	672743	3017566
5469	672846	3017355
5470	672954	3017163
5471	673059	3016960
5472	673153	3016708
5473	673254	3016485
5474	673361	3016288
5475	673475	3016125
5476	673574	3015898
5477	673690	3015741
5478	673813	3015619
5479	673921	3015430
5480	674031	3015247
5481	674134	3015036
5482	674239	3014834
5483	674354	3014675
5484	674469	3014517
5485	674571	3014301
5486	674671	3014072
5487	674774	3013862
5488	674893	3013720
5489	675023	3013631
5490	675120	3013390
5491	675217	3013152
5492	675326	3012966
5493	675434	3012775
5494	675534	3012551
5495	675624	3012284
5496	675728	3012076
5497	675850	3011946
5498	675999	3011941
5499	676125	3011832
5500	676253	3011731
5501	676356	3011521
5502	676463	3011325
5503	676565	3011109
5504	676674	3010924
5505	676771	3010685
5506	676888	3010538
5507	676988	3010314
5508	677094	3010112
5509	677201	3009921
5510	677321	3009787
5511	677449	3009686
5512	677553	3009476
5513	677654	3009255
5514	677752	3009024
5515	677863	3008847
5516	677988	3008733
5517	678094	3008538
5518	678209	3008378
5519	678325	3008226
5520	678439	3008065
5521	678565	3007953
5522	678683	3007809
5523	678796	3007641
5524	678902	3007446
5525	679007	3007243
5526	679119	3007071
5527	679230	3006895
5528	679331	3006678
5529	679429	3006446
5530	679549	3006307
5531	679654	3006108
5532	679779	3005993
5533	679881	3005779
5534	680003	3005652
5535	680099	3005412
5536	680200	3005191
5537	680308	3005001
5538	680413	3004802
5539	680514	3004581
5540	680622	3004394
5541	680721	3004164
5542	680835	3004002
5543	680956	3003874
5544	681065	3003688
5545	681159	3003437
5546	681263	3003235
5547	681373	3003056
5548	681468	3002807
5549	681570	3002593
5550	681666	3002354
5551	681770	3002146
5552	681874	3001944
5553	681982	3001756
5554	682100	3001610
5555	682216	3001458
5556	682321	3001257
5557	682423	3001044
5558	682536	3000875
5559	682629	3000623
5560	682745	3000469
5561	682883	3000416
5562	682989	3000220
5563	683087	2999985
5564	683212	2999873
5565	683319	2999679
5566	683556	3000062
5567	683660	2999856
5568	683763	2999646
5569	683862	2999420
5570	683963	2999198
5571	684071	2999012
5572	684179	2998825
5573	684288	2998641
5574	684485	2998842
5575	684624	2998793
5576	684733	2998610
5577	684845	2998438
5578	684969	2998322
5579	685074	2998120
5580	685185	2997949
5581	685295	2997770
5582	685396	2997549
5583	685509	2997383
5584	685619	2997204
5585	685753	2997133
5586	685866	2996965
5587	685968	2996752
5588	686067	2996526
5589	686169	2996313
5590	686273	2996108
5591	686387	2995949
5592	686490	2995739
5593	686600	2995562
5594	686694	2995312
5595	686796	2995100
5596	686930	2995026
5597	687052	2994902
5598	687168	2994748
5599	687270	2994534
5600	687381	2994362
5601	687490	2994179
5602	687599	2993997
5603	687694	2993753
5604	687801	2993563
5605	687912	2993389
5606	688019	2993199
5607	688134	2993039
5608	688234	2992818
5609	688346	2992650
5610	688446	2992427
5611	688562	2992277
5612	688670	2992089
5613	688777	2991898
5614	688878	2991684
5615	688979	2991467
5616	689087	2991281
5617	689187	2991058
5618	689304	2990912
5619	689419	2990757
5620	689536	2990608
5621	689643	2990417
5622	689750	2990227
5623	689850	2990004
5624	689970	2989870
5625	690077	2989679
5626	690186	2989499
5627	690342	2989522
5628	690455	2989358
5629	690585	2989265
5630	690686	2989049
5631	690788	2988837
5632	690897	2988655
5633	691004	2988465
5634	691104	2988244
5635	691211	2988054
5636	691312	2987840
5637	691415	2987630
5638	691539	2987515
5639	691652	2987351
5640	691763	2987177
5641	691864	2986963
5642	691971	2986772
5643	692082	2986597
5644	692180	2986367
5645	692292	2986201
5646	692397	2986000
5647	692510	2985839
5648	692616	2985646
5649	692712	2985406
5650	692844	2985326
5651	692962	2985182
5652	693081	2985044
5653	693176	2984801
5654	693273	2984572
5655	693385	2984399
5656	693486	2984185
5657	693602	2984036
5658	693700	2983805
5659	693807	2983617
5660	693923	2983464
5661	694043	2983332
5662	694163	2983200
5663	694264	2982984
5664	694352	2982713
5665	694461	2982530
5666	694558	2982299
5667	694686	2982198
5668	694782	2981964
5669	694903	2981833
5670	695000	2981601
5671	695107	2981413
5672	695228	2981281
5673	695336	2981099
5674	695438	2980890
5675	695546	2980705
5676	695658	2980535
5677	695765	2980348
5678	695874	2980165
5679	695981	2979978
5680	696093	2979810
5681	696207	2979652
5682	696311	2979449
5683	696435	2979331
5684	696561	2979222
5685	696678	2979077
5686	696786	2978894
5687	696897	2978720
5688	697006	2978542
5689	697124	2978400
5690	697233	2978218
5691	697346	2978056
5692	697453	2977867
5693	697563	2977691
5694	697687	2977576
5695	697789	2977367
5696	697896	2977177
5697	697982	2976896
5698	698086	2976696
5699	698192	2976505
5700	698289	2976275
5701	698407	2976133
5702	698512	2975937
5703	698619	2975748
5704	698729	2975570
5705	698847	2975428
5706	698970	2975309
5707	699063	2975062
5708	699168	2974866
5709	699265	2974631
5710	699378	2974471
5711	699477	2974246
5712	699579	2974040
5713	699690	2973866
5714	699792	2973658
5715	699922	2973567
5716	700041	2973430
5717	700151	2973256
5718	700252	2973043
5719	700348	2972806
5720	700456	2972624
5721	700575	2972485
5722	700680	2972292
5723	700793	2972126
5724	700900	2971941
5725	701011	2971769
5726	701106	2971532
5727	701242	2971465
5728	701360	2971326
5729	701460	2971109
5730	701570	2970931
5731	701673	2970729
5732	701777	2970527
5733	701878	2970316
5734	701976	2970090
5735	702074	2969864
5736	702185	2969694
5737	702282	2969463
5738	702403	2969335
5739	702528	2969221
5740	702635	2969035
5741	702743	2968853
5742	702839	2968620
5743	702943	2968416
5744	703035	2968168
5745	703187	2968171
5746	703294	2967981
5747	703402	2967799
5748	703502	2967583
5749	703629	2967480
5750	703742	2967319
5751	703853	2967150
5752	703947	2966907
5753	704052	2966710
5754	704161	2966531
5755	704268	2966346
5756	704376	2966161
5757	704487	2965991
5758	704587	2965776
5759	704697	2965601
5760	704812	2965448
5761	704946	2965374
5762	705054	2965191
5763	705161	2965005
5764	705265	2964808
5765	705361	2964571
