iter	Passed	Remaining
931	117973	3679441
932	118101	3679388
933	118212	3678748
934	118334	3678485
935	118462	3678402
936	118597	3678557
937	118745	3679080
938	118871	3678932
939	118992	3678629
940	119120	3678558
941	119236	3678099
942	119373	3678289
943	119534	3679224
944	119665	3679242
945	119795	3679212
946	119943	3679734
947	120076	3679814
948	120286	3682224
949	120404	3681846
950	120521	3681422
951	120647	3681265
952	120772	3681099
953	120897	3680920
954	121045	3681420
955	121209	3682435
956	121360	3683034
957	121469	3682381
958	121606	3682546
959	121732	3682414
960	121850	3682002
961	121965	3681540
962	122099	3681616
963	122227	3681526
964	122374	3682025
965	122501	3681879
966	122633	3681932
967	122755	3681651
968	122886	3681643
969	123018	3681690
970	123140	3681406
971	123268	3681326
972	123400	3681338
973	123533	3681408
974	123678	3681801
975	123819	3682115
976	123940	3681819
977	124060	3681477
978	124182	3681191
979	124305	3680963
980	124421	3680508
981	124541	3680181
982	124679	3680382
983	124812	3680459
984	124948	3680601
985	125087	3680821
986	125207	3680488
987	125328	3680191
988	125451	3679948
989	125569	3679570
990	125683	3679067
991	125797	3678557
992	125910	3678043
993	126055	3678424
994	126215	3679271
995	126331	3678834
996	126458	3678717
997	126587	3678640
998	126707	3678316
999	126829	3678044
1000	126958	3678001
1001	127090	3678008
1002	127236	3678434
1003	127396	3679260
1004	127534	3679464
1005	127647	3678948
1006	127761	3678432
1007	127890	3678363
1008	127998	3677708
1009	128127	3677629
1010	128250	3677389
1011	128380	3677368
1012	128508	3677275
1013	128649	3677537
1014	128772	3677311
1015	128899	3677186
1016	129023	3676970
1017	129136	3676445
1018	129271	3676548
1019	129400	3676497
1020	129526	3676349
1021	129650	3676126
1022	129786	3676272
1023	129918	3676291
1024	130034	3675849
1025	130152	3675470
1026	130273	3675191
1027	130394	3674888
1028	130521	3674762
1029	130655	3674845
1030	130775	3674534
1031	130902	3674402
1032	131046	3674747
1033	131192	3675169
1034	131310	3674792
1035	131435	3674601
1036	131559	3674392
1037	131697	3674587
1038	131812	3674134
1039	131923	3673567
1040	132049	3673404
1041	132183	3673491
1042	132327	3673828
1043	132442	3673371
1044	132568	3673221
1045	132694	3673070
1046	132811	3672687
1047	132930	3672342
1048	133057	3672199
1049	133190	3672252
1050	133313	3672021
1051	133461	3672486
1052	133603	3672753
1053	133746	3673082
1054	133874	3672981
1055	134014	3673207
1056	134138	3673001
1057	134264	3672852
1058	134386	3672595
1059	134504	3672213
1060	134656	3672792
1061	134795	3672980
1062	134907	3672457
1063	135030	3672230
1064	135152	3671953
1065	135273	3671671
1066	135470	3673452
1067	135593	3673209
1068	135710	3672819
1069	135840	3672761
1070	135983	3673079
1071	136132	3673534
1072	136261	3673482
1073	136394	3673509
1074	136522	3673402
1075	136644	3673159
1076	136765	3672869
1077	136897	3672861
1078	137023	3672708
1079	137185	3673510
1080	137311	3673358
1081	137443	3673367
1082	137581	3673547
1083	137702	3673254
1084	137814	3672735
1085	137931	3672323
1086	138054	3672101
1087	138171	3671714
1088	138310	3671887
1089	138456	3672276
1090	138583	3672147
1091	138701	3671780
1092	138818	3671395
1093	138943	3671195
1094	139076	3671237
1095	139203	3671101
1096	139325	3670839
1097	139453	3670751
1098	139591	3670923
1099	139722	3670903
1100	139842	3670579
1101	139971	3670499
1102	140077	3669818
1103	140198	3669548
1104	140327	3669469
1105	140457	3669423
1106	140577	3669121
1107	140696	3668788
1108	140849	3669324
1109	140982	3669366
1110	141127	3669701
1111	141260	3669712
1112	141377	3669325
1113	141503	3669170
1114	141622	3668854
1115	141754	3668862
1116	141875	3668569
1117	142023	3668974
1118	142172	3669429
1119	142286	3668959
1120	142401	3668531
1121	142521	3668219
1122	142640	3667883
1123	142829	3669356
1124	142948	3669015
1125	143067	3668675
1126	143187	3668366
1127	143344	3669000
1128	143465	3668720
1129	143583	3668360
1130	143707	3668153
1131	143833	3668000
1132	143944	3667483
1133	144059	3667040
1134	144176	3666660
1135	144392	3668797
1136	144555	3669566
1137	144702	3669952
1138	144834	3669953
1139	144980	3670284
1140	145103	3670055
1141	145227	3669855
1142	145362	3669930
1143	145485	3669682
1144	145600	3669255
1145	145725	3669080
1146	145883	3669733
1147	146033	3670165
1148	146171	3670328
1149	146287	3669914
1150	146400	3669423
1151	146526	3669274
1152	146648	3669004
1153	146777	3668921
1154	146913	3669018
1155	147070	3669633
1156	147205	3669696
1157	147330	3669518
1158	147448	3669160
1159	147567	3668830
1160	147695	3668729
1161	147819	3668509
1162	147936	3668149
1163	148062	3667993
1164	148221	3668630
1165	148360	3668804
1166	148480	3668497
1167	148606	3668336
1168	148732	3668176
1169	148855	3667944
1170	148985	3667887
1171	149100	3667463
1172	149224	3667264
1173	149346	3666998
1174	149502	3667581
1175	149642	3667761
1176	149764	3667513
1177	149897	3667528
1178	150025	3667425
1179	150163	3667556
1180	150281	3667188
1181	150408	3667076
1182	150536	3666961
1183	150683	3667302
1184	150824	3667529
1185	150948	3667310
1186	151067	3666991
1187	151209	3667201
1188	151328	3666891
1189	151455	3666758
1190	151569	3666301
1191	151703	3666345
1192	151842	3666495
1193	151982	3666673
1194	152100	3666322
1195	152236	3666404
1196	152356	3666105
1197	152482	3665948
1198	152585	3665236
1199	152700	3664813
1200	152820	3664508
1201	152945	3664339
1202	153065	3664028
1203	153217	3664499
1204	153346	3664406
1205	153477	3664364
1206	153593	3663972
1207	153714	3663699
1208	153843	3663614
1209	153964	3663329
1210	154088	3663129
1211	154213	3662945
1212	154347	3662990
1213	154481	3663014
1214	154604	3662797
1215	154729	3662611
1216	154851	3662354
1217	154979	3662248
1218	155094	3661843
1219	155226	3661824
1220	155336	3661281
1221	155462	3661123
1222	155628	3661902
1223	155765	3662013
1224	155889	3661812
1225	156002	3661343
1226	156161	3661963
1227	156291	3661894
1228	156400	3661355
1229	156532	3661332
1230	156668	3661408
1231	156815	3661753
1232	156964	3662125
1233	157088	3661909
1234	157201	3661461
1235	157320	3661131
1236	157449	3661044
1237	157575	3660893
1238	157700	3660723
1239	157819	3660394
1240	157941	3660153
1241	158087	3660447
1242	158230	3660690
1243	158368	3660818
1244	158494	3660649
1245	158618	3660452
1246	158830	3662268
1247	158957	3662136
1248	159076	3661813
1249	159199	3661579
1250	159342	3661825
1251	159480	3661937
1252	159605	3661751
1253	159726	3661484
1254	159844	3661136
1255	159959	3660739
1256	160087	3660618
1257	160212	3660436
1258	160330	3660084
1259	160466	3660166
1260	160619	3660615
1261	160743	3660428
1262	160854	3659928
1263	160971	3659548
1264	161121	3659947
1265	161241	3659657
1266	161358	3659287
1267	161482	3659078
1268	161597	3658683
1269	161743	3658967
1270	161881	3659082
1271	162006	3658904
1272	162133	3658762
1273	162270	3658846
1274	162398	3658746
1275	162524	3658582
1276	162636	3658100
1277	162754	3657771
1278	162883	3657682
1279	163027	3657922
1280	163156	3657832
1281	163285	3657753
1282	163411	3657583
1283	163536	3657412
1284	163667	3657364
1285	163789	3657110
1286	163914	3656943
1287	164029	3656528
1288	164178	3656885
1289	164336	3657445
1290	164460	3657237
1291	164754	3660821
1292	164895	3660981
1293	165007	3660524
1294	165132	3660336
1295	165255	3660106
1296	165382	3659958
1297	165525	3660183
1298	165649	3659976
1299	165775	3659807
1300	165900	3659627
1301	166039	3659751
1302	166175	3659815
1303	166298	3659591
1304	166432	3659595
1305	166556	3659401
1306	166722	3660108
1307	166844	3659867
1308	166961	3659502
1309	167075	3659088
1310	167200	3658907
1311	167343	3659113
1312	167462	3658801
1313	167581	3658474
1314	167700	3658166
1315	167840	3658309
1316	167981	3658476
1317	168103	3658238
1318	168234	3658171
1319	168355	3657900
1320	168473	3657573
1321	168590	3657214
1322	168724	3657219
1323	168847	3656999
1324	168974	3656865
1325	169126	3657270
1326	169259	3657263
1327	169368	3656723
1328	169574	3658290
1329	169887	3662153
1330	170047	3662737
1331	170184	3662805
1332	170332	3663096
1333	170474	3663282
1334	170589	3662888
1335	170718	3662791
1336	170824	3662192
1337	170937	3661735
1338	171093	3662215
1339	171225	3662177
1340	171332	3661610
1341	171469	3661681
1342	171619	3662034
1343	171742	3661786
1344	171867	3661610
1345	171991	3661406
1346	172119	3661285
1347	172238	3660955
1348	172368	3660878
1349	172497	3660770
1350	172628	3660729
1351	172767	3660829
1352	172928	3661399
1353	173045	3661039
1354	173173	3660915
1355	173295	3660685
1356	173410	3660285
1357	173538	3660157
1358	173672	3660165
1359	173801	3660045
1360	173919	3659719
1361	174086	3660426
1362	174219	3660390
1363	174368	3660712
1364	174489	3660439
1365	174609	3660152
1366	174742	3660127
1367	174870	3660013
1368	174997	3659854
1369	175120	3659633
1370	175262	3659792
1371	175402	3659919
1372	175526	3659715
1373	175658	3659670
1374	175780	3659424
1375	175910	3659348
1376	176060	3659686
1377	176185	3659485
1378	176311	3659319
1379	176435	3659128
1380	176589	3659534
1381	176707	3659210
1382	176829	3658953
1383	176957	3658831
1384	177074	3658477
1385	177204	3658388
1386	177322	3658064
1387	177438	3657683
1388	177557	3657378
1389	177705	3657658
1390	177837	3657618
1391	177961	3657418
1392	178084	3657195
1393	178198	3656784
1394	178325	3656630
1395	178450	3656452
1396	178575	3656263
1397	178697	3656012
1398	178838	3656147
1399	178982	3656356
1400	179108	3656188
1401	179234	3656019
1402	179360	3655851
1403	179476	3655499
1404	179610	3655486
1405	179724	3655071
1406	179854	3654993
1407	179984	3654919
1408	180123	3655010
1409	180276	3655399
1410	180426	3655722
1411	180570	3655922
1412	180715	3656137
1413	180840	3655939
1414	180967	3655809
1415	181101	3655804
1416	181233	3655752
1417	181377	3655950
1418	181532	3656367
1419	181659	3656211
1420	181861	3657570
1421	181987	3657401
1422	182102	3657025
1423	182234	3656969
1424	182351	3656635
1425	182470	3656322
1426	182612	3656469
1427	182761	3656755
1428	182875	3656362
1429	183008	3656334
1430	183127	3656015
1431	183253	3655865
1432	183386	3655827
1433	183508	3655577
1434	183643	3655594
1435	183767	3655382
1436	183918	3655707
1437	184056	3655791
1438	184179	3655561
1439	184310	3655491
1440	184436	3655317
1441	184562	3655153
1442	184688	3654986
1443	184809	3654713
1444	184926	3654370
1445	185057	3654317
1446	185226	3654982
1447	185352	3654815
1448	185475	3654593
1449	185600	3654412
1450	185717	3654070
1451	185855	3654128
1452	185974	3653826
1453	186109	3653848
1454	186229	3653554
1455	186381	3653898
1456	186522	3654026
1457	186648	3653846
1458	186780	3653801
1459	186910	3653711
1460	187041	3653650
1461	187164	3653421
1462	187284	3653134
1463	187416	3653093
1464	187549	3653054
1465	187680	3652992
1466	187806	3652820
1467	187934	3652688
1468	188049	3652309
1469	188170	3652044
1470	188284	3651642
1471	188415	3651567
1472	188533	3651251
1473	188663	3651154
1474	188801	3651219
1475	188930	3651124
1476	189049	3650822
1477	189173	3650615
1478	189284	3650149
1479	189392	3649635
1480	189517	3649458
1481	189655	3649527
1482	189778	3649300
1483	189903	3649114
1484	190041	3649175
1485	190186	3649385
1486	190316	3649287
1487	190442	3649120
1488	190576	3649106
1489	190692	3648745
1490	190806	3648365
1491	190931	3648172
1492	191089	3648613
1493	191307	3650201
1494	191449	3650343
1495	191590	3650464
1496	191721	3650386
