iter	MAE
2782	0.2200371074
2783	0.2200341144
2784	0.2200313394
2785	0.2200240719
2786	0.2200214755
2787	0.220013633
2788	0.2200113952
2789	0.2200071223
2790	0.2200017826
2791	0.2199959492
2792	0.2199924387
2793	0.2199858007
2794	0.2199824621
2795	0.2199744897
2796	0.2199682784
2797	0.2199521969
2798	0.2199453702
2799	0.2199427734
2800	0.2199406328
2801	0.2199345281
2802	0.2199303574
2803	0.2199218294
2804	0.2199198445
2805	0.2199145832
2806	0.2199073736
2807	0.2199033893
2808	0.2198990167
2809	0.2198877842
2810	0.2198769272
2811	0.2198745925
2812	0.2198689604
2813	0.219864511
2814	0.2198623855
2815	0.2198529859
2816	0.2198455222
2817	0.2198360915
2818	0.2198240306
2819	0.2198190251
2820	0.2198086984
2821	0.2198029683
2822	0.2197986703
2823	0.2197928753
2824	0.2197801789
2825	0.2197731618
2826	0.2197669155
2827	0.2197630991
2828	0.2197601886
2829	0.2197510433
2830	0.2197418105
2831	0.2197343221
2832	0.2197272037
2833	0.2197138474
2834	0.2197014622
2835	0.219695258
2836	0.219690943
2837	0.219683682
2838	0.2196770665
2839	0.2196645288
2840	0.2196569236
2841	0.2196492474
2842	0.2196420854
2843	0.2196392004
2844	0.2196256196
2845	0.219622483
2846	0.2196136284
2847	0.2196096542
2848	0.2196047843
2849	0.2195994073
2850	0.2195940901
2851	0.219582856
2852	0.2195746459
2853	0.2195722807
2854	0.2195680506
2855	0.219564886
2856	0.2195604258
2857	0.2195529434
2858	0.2195473875
2859	0.2195411495
2860	0.2195377965
2861	0.2195346451
2862	0.2195302997
2863	0.2195234439
2864	0.2195117376
2865	0.2195092732
2866	0.2195040428
2867	0.2194974264
2868	0.2194918893
2869	0.2194894873
2870	0.219482369
2871	0.219478027
2872	0.2194665432
2873	0.2194645799
2874	0.2194584234
2875	0.2194550461
2876	0.2194470788
2877	0.2194396603
2878	0.2194359805
2879	0.2194310905
2880	0.2194276134
2881	0.2194207665
2882	0.2194130006
2883	0.2194036223
2884	0.219400241
2885	0.2193890677
2886	0.2193867998
2887	0.2193803188
2888	0.2193704344
2889	0.2193617291
2890	0.2193549403
2891	0.2193516956
2892	0.2193477885
2893	0.2193399933
2894	0.2193363186
2895	0.2193288305
2896	0.2193203468
2897	0.2193131036
2898	0.219309098
2899	0.2192957092
2900	0.2192920174
2901	0.2192855285
2902	0.2192778486
2903	0.2192747969
2904	0.2192653984
2905	0.2192574107
2906	0.2192534384
2907	0.2192472057
2908	0.2192448557
2909	0.2192404528
2910	0.2192312258
2911	0.219226629
2912	0.2192247851
2913	0.2192164347
2914	0.2192128909
2915	0.2192082281
2916	0.2192018304
2917	0.2191937433
2918	0.2191845643
2919	0.2191790421
2920	0.2191754085
2921	0.2191686824
2922	0.2191654838
2923	0.2191631114
2924	0.2191578689
2925	0.2191551259
2926	0.2191493996
2927	0.2191446307
2928	0.2191415424
2929	0.2191335914
2930	0.2191317246
2931	0.2191261434
2932	0.2191138988
2933	0.2191040446
2934	0.219100397
2935	0.219089584
2936	0.2190806223
2937	0.2190725288
2938	0.2190625637
2939	0.2190580013
2940	0.2190513259
2941	0.2190451515
2942	0.2190354181
2943	0.2190317175
2944	0.2190258294
2945	0.2190210639
2946	0.2190149063
2947	0.2190028256
2948	0.2189890489
2949	0.2189859211
2950	0.2189765972
2951	0.2189710776
2952	0.2189683959
2953	0.2189647174
2954	0.2189619535
2955	0.2189557319
2956	0.2189532615
2957	0.2189463236
2958	0.2189436541
2959	0.2189383284
2960	0.218933194
2961	0.2189218638
2962	0.2189162067
2963	0.2189118935
2964	0.218906849
2965	0.2189003987
2966	0.2188954804
2967	0.2188895923
2968	0.2188889609
2969	0.2188800402
2970	0.2188711818
2971	0.2188620828
2972	0.218859964
2973	0.2188546027
2974	0.2188514485
2975	0.2188480095
2976	0.2188368275
2977	0.2188334064
2978	0.2188298604
2979	0.2188189901
2980	0.2188100615
2981	0.2188008481
2982	0.2187914761
2983	0.2187819914
2984	0.2187768493
2985	0.2187737144
2986	0.2187696909
2987	0.2187622001
2988	0.2187566522
2989	0.2187505261
2990	0.2187470067
2991	0.2187418944
2992	0.2187371782
2993	0.2187275467
2994	0.2187201254
2995	0.2187165185
2996	0.2187084027
2997	0.2187030932
2998	0.2186976258
2999	0.2186910555
3000	0.218684286
3001	0.2186786296
3002	0.218672341
3003	0.2186651179
3004	0.2186580443
3005	0.2186554291
3006	0.2186530431
3007	0.2186453646
3008	0.2186429219
3009	0.2186372184
3010	0.2186282497
3011	0.2186233671
3012	0.2186158852
3013	0.2186131752
3014	0.2186043068
3015	0.2185971919
3016	0.218587318
3017	0.2185816314
3018	0.2185746461
3019	0.2185687395
3020	0.2185655955
3021	0.2185624542
3022	0.2185574975
3023	0.2185527584
3024	0.2185479357
3025	0.21854278
3026	0.2185346777
3027	0.2185323251
3028	0.2185299417
3029	0.2185233283
3030	0.2185137864
3031	0.2185052964
3032	0.2185016663
3033	0.2184984202
3034	0.2184935978
3035	0.2184877069
3036	0.2184841696
3037	0.2184758159
3038	0.2184652773
3039	0.2184579897
3040	0.2184486511
3041	0.2184394521
3042	0.2184354321
3043	0.2184294143
3044	0.2184251366
3045	0.2184179262
3046	0.2184125536
3047	0.2184064515
3048	0.2184010771
3049	0.2183957484
3050	0.2183901572
3051	0.2183876404
3052	0.2183824234
3053	0.2183817516
3054	0.2183756118
3055	0.2183678929
3056	0.2183592488
3057	0.2183510119
3058	0.2183488329
3059	0.2183441955
3060	0.2183416307
3061	0.218338035
3062	0.2183252198
3063	0.2183198132
3064	0.2183123512
3065	0.2183082398
3066	0.2183029328
3067	0.2182926428
3068	0.2182857554
3069	0.2182777783
3070	0.2182733968
3071	0.2182669071
3072	0.2182504739
3073	0.2182444612
3074	0.2182420789
3075	0.2182370813
3076	0.2182343227
3077	0.2182257749
3078	0.2182238931
3079	0.2182153881
3080	0.2182053371
3081	0.2182012871
3082	0.2181970918
3083	0.2181948731
3084	0.2181921489
3085	0.2181804606
3086	0.2181779063
3087	0.2181727591
3088	0.2181686171
3089	0.2181655149
3090	0.2181619514
3091	0.2181500592
3092	0.2181455511
3093	0.2181425313
3094	0.2181385832
3095	0.2181251253
3096	0.2181233296
3097	0.2181155221
3098	0.2181135524
3099	0.2181042261
3100	0.2180928899
3101	0.2180864349
3102	0.2180799097
3103	0.2180760992
3104	0.2180651378
3105	0.2180569745
3106	0.2180448607
3107	0.2180404965
3108	0.21803535
3109	0.2180299406
3110	0.2180233695
3111	0.2180191107
3112	0.2180163312
3113	0.2180041146
3114	0.2180000144
3115	0.217991594
3116	0.2179870841
3117	0.2179822531
3118	0.2179787879
3119	0.2179730593
3120	0.2179635016
3121	0.2179572501
3122	0.2179491788
3123	0.2179465947
3124	0.2179384736
3125	0.2179362568
3126	0.2179301296
3127	0.2179243511
3128	0.2179189045
3129	0.2179136995
3130	0.2178976992
3131	0.2178967378
3132	0.2178932551
3133	0.2178878305
3134	0.2178818958
3135	0.2178762385
3136	0.2178733864
3137	0.2178667416
3138	0.2178643326
3139	0.2178601378
3140	0.2178563666
3141	0.2178530989
3142	0.2178459671
3143	0.2178370229
3144	0.2178289867
3145	0.2178263898
3146	0.2178211963
3147	0.2178153889
3148	0.2178083871
3149	0.2178043588
3150	0.217800411
3151	0.2177925126
3152	0.2177819662
3153	0.2177718432
3154	0.217768031
3155	0.2177596701
3156	0.2177520039
3157	0.2177461702
3158	0.2177417501
3159	0.2177346971
3160	0.2177265467
3161	0.2177176067
3162	0.2177124915
3163	0.217710905
3164	0.217707256
3165	0.2177048425
3166	0.2176972727
3167	0.2176928513
3168	0.2176901318
3169	0.2176823181
3170	0.2176755196
3171	0.2176705737
3172	0.2176593624
3173	0.2176534237
3174	0.2176495059
3175	0.2176442374
3176	0.217638168
3177	0.2176336008
3178	0.217629222
3179	0.2176224607
3180	0.2176178082
3181	0.2176138854
3182	0.2176058649
3183	0.217600067
3184	0.2175918354
3185	0.2175852519
3186	0.2175789739
3187	0.2175735096
3188	0.2175701969
3189	0.2175659841
3190	0.2175574684
3191	0.2175495162
3192	0.217542816
3193	0.2175401207
3194	0.2175282206
3195	0.2175231868
3196	0.2175168304
3197	0.2175134474
3198	0.2175038416
3199	0.2174917351
3200	0.2174878877
3201	0.2174841066
3202	0.2174775796
3203	0.2174702596
3204	0.217465117
3205	0.2174608232
3206	0.2174556105
3207	0.2174438142
3208	0.217441683
3209	0.2174297666
3210	0.2174158246
3211	0.217410315
3212	0.2174070253
3213	0.2173904062
3214	0.2173850894
3215	0.2173804439
3216	0.2173768694
3217	0.2173718697
3218	0.2173656391
3219	0.2173594797
3220	0.2173504549
3221	0.2173476019
3222	0.2173445464
3223	0.2173425774
3224	0.2173346012
3225	0.2173317008
3226	0.2173264201
3227	0.217322645
3228	0.2173181536
3229	0.2173111575
3230	0.2173068851
3231	0.2173013952
3232	0.217289658
3233	0.217284894
3234	0.2172781951
3235	0.217270126
3236	0.2172640435
3237	0.2172584709
3238	0.2172531895
3239	0.2172474847
3240	0.2172437744
3241	0.2172367405
3242	0.2172322345
3243	0.2172299351
3244	0.2172231121
3245	0.2172148836
3246	0.217210109
3247	0.2172027975
3248	0.2171975855
3249	0.2171937737
3250	0.2171924167
3251	0.2171848258
3252	0.2171823509
3253	0.2171820046
3254	0.2171755022
3255	0.2171704914
3256	0.2171648709
3257	0.2171632346
3258	0.2171606563
3259	0.2171575044
3260	0.217153588
3261	0.2171502556
3262	0.2171451047
3263	0.2171406484
3264	0.2171359046
3265	0.2171327555
3266	0.2171275883
3267	0.2171237118
3268	0.2171143278
3269	0.2171084
3270	0.217099765
3271	0.2170979854
3272	0.2170944436
3273	0.2170882533
3274	0.2170795886
3275	0.2170712189
3276	0.2170665796
3277	0.2170583929
3278	0.2170507055
3279	0.2170418963
3280	0.2170379375
3281	0.2170327404
3282	0.217031411
3283	0.217025758
3284	0.217024799
3285	0.2170231435
3286	0.2170194048
3287	0.2170146795
3288	0.2170079414
3289	0.2169988141
3290	0.2169947026
3291	0.2169928861
3292	0.2169897852
3293	0.2169872513
3294	0.2169866895
3295	0.2169847144
3296	0.2169834159
3297	0.2169799464
3298	0.2169766578
3299	0.2169647756
3300	0.2169645791
3301	0.216961945
3302	0.2169611988
3303	0.2169524546
3304	0.2169486454
3305	0.2169419498
3306	0.2169361892
3307	0.2169306544
3308	0.2169221418
3309	0.2169151214
3310	0.2169108915
3311	0.2169040838
3312	0.2168979153
3313	0.2168923841
3314	0.2168897737
3315	0.2168876973
3316	0.2168765244
3317	0.2168728108
3318	0.2168665044
3319	0.2168634539
3320	0.2168615296
3321	0.2168589358
3322	0.2168554336
3323	0.2168551627
3324	0.2168529392
3325	0.21684913
3326	0.2168422938
3327	0.2168415938
3328	0.2168376909
3329	0.2168333106
3330	0.2168312488
3331	0.216826635
3332	0.2168231617
3333	0.2168203776
3334	0.2168182507
3335	0.2168152376
3336	0.2168084003
3337	0.2168049247
3338	0.2167994714
3339	0.2167940517
3340	0.21678979
3341	0.2167861029
3342	0.2167837939
3343	0.2167758436
3344	0.2167691174
3345	0.2167638753
3346	0.2167600713
3347	0.2167477855
3348	0.2167378703
3349	0.2167311052
3350	0.2167240101
3351	0.2167159425
3352	0.216709286
3353	0.2167012414
3354	0.2166952521
3355	0.2166881284
3356	0.2166834799
3357	0.2166759572
3358	0.2166670952
3359	0.2166585608
3360	0.216650944
3361	0.2166474075
3362	0.216644074
3363	0.2166377616
3364	0.2166312184
3365	0.2166267178
3366	0.2166194294
3367	0.2166153495
3368	0.2166068234
3369	0.2166003424
3370	0.2165965941
3371	0.2165922285
3372	0.216587898
3373	0.2165819504
3374	0.2165733463
3375	0.2165703402
3376	0.2165646232
3377	0.2165605487
3378	0.2165519026
3379	0.216539399
3380	0.2165344052
3381	0.2165261538
3382	0.216522006
3383	0.2165169004
3384	0.2165117207
3385	0.2165086703
3386	0.216498365
3387	0.2164927865
3388	0.2164891165
3389	0.2164839112
3390	0.2164817696
3391	0.2164787234
3392	0.2164741221
3393	0.2164689473
3394	0.2164640228
3395	0.2164578182
3396	0.216453165
3397	0.2164518676
3398	0.2164443605
3399	0.2164380432
3400	0.2164323001
3401	0.2164285115
3402	0.2164168658
3403	0.2164116674
3404	0.2164085832
3405	0.216404482
3406	0.2164030996
3407	0.2163993955
3408	0.2163937434
3409	0.21638935
3410	0.2163867687
3411	0.2163802352
3412	0.2163743204
3413	0.2163694608
3414	0.2163623384
3415	0.2163559522
3416	0.2163529714
3417	0.2163448205
3418	0.2163399521
3419	0.2163361127
3420	0.2163335256
3421	0.2163285412
3422	0.2163219508
3423	0.2163187845
3424	0.2163146912
3425	0.216308935
3426	0.2163059857
3427	0.2163037138
3428	0.2162992971
3429	0.2162956858
3430	0.2162864269
3431	0.2162806228
3432	0.2162755374
3433	0.216273638
3434	0.2162579641
3435	0.2162536158
3436	0.2162445813
3437	0.2162376657
3438	0.2162319426
3439	0.216226818
3440	0.2162189625
3441	0.2162109286
3442	0.2162070958
3443	0.2162018467
3444	0.2161994839
3445	0.2161917769
3446	0.2161853424
3447	0.2161801151
3448	0.2161773537
3449	0.2161691015
3450	0.2161647504
3451	0.2161630716
3452	0.2161612992
3453	0.2161527092
3454	0.2161480071
3455	0.2161433272
3456	0.2161381072
3457	0.2161311395
3458	0.2161256401
3459	0.2161208551
3460	0.2161121607
3461	0.2161047308
3462	0.2160992651
3463	0.2160964547
3464	0.2160927014
3465	0.2160874509
3466	0.2160838876
3467	0.2160804462
3468	0.2160779332
3469	0.216074259
3470	0.2160721838
3471	0.2160643281
3472	0.2160595402
3473	0.2160530169
3474	0.2160506045
3475	0.2160464528
3476	0.2160388653
3477	0.2160316461
3478	0.2160261244
3479	0.2160212506
3480	0.2160135568
3481	0.2160081542
3482	0.2159999377
3483	0.2159946773
3484	0.2159868482
3485	0.2159856529
3486	0.2159802262
3487	0.2159770665
3488	0.2159746423
3489	0.2159730826
3490	0.2159649146
3491	0.2159601675
3492	0.2159552763
3493	0.2159517335
3494	0.2159478256
3495	0.2159440442
3496	0.215940937
3497	0.2159366909
3498	0.2159355767
3499	0.2159291132
3500	0.2159248673
3501	0.2159179856
3502	0.2159161465
3503	0.2159131562
3504	0.2159071302
3505	0.215906676
3506	0.2159004426
3507	0.2158906776
3508	0.2158873154
3509	0.2158831234
3510	0.2158794711
3511	0.2158781542
3512	0.2158732412
3513	0.2158695876
3514	0.2158662691
3515	0.2158573315
3516	0.2158512714
3517	0.2158434393
3518	0.2158413297
3519	0.2158373384
3520	0.2158332353
3521	0.2158301114
3522	0.2158191353
3523	0.2158163669
3524	0.2158037934
3525	0.2157995645
3526	0.2157899368
3527	0.2157876346
3528	0.2157860029
3529	0.2157843296
3530	0.2157805543
3531	0.2157682993
3532	0.2157642225
3533	0.215760072
3534	0.2157556403
3535	0.2157506809
3536	0.2157445036
3537	0.2157406473
3538	0.2157385788
3539	0.215736456
3540	0.215732687
3541	0.215728253
3542	0.2157236534
3543	0.215719236
3544	0.2157186037
3545	0.2157108108
3546	0.215701118
3547	0.2156898468
3548	0.2156871416
3549	0.2156820267
3550	0.2156731212
3551	0.2156713039
3552	0.2156683214
3553	0.2156641852
3554	0.2156605767
3555	0.2156554672
3556	0.2156471673
3557	0.2156446736
3558	0.2156399062
3559	0.2156372202
3560	0.2156341181
3561	0.215625329
3562	0.2156200472
3563	0.2156141718
3564	0.2156091532
3565	0.2156047761
3566	0.2156007604
3567	0.2155955314
3568	0.2155886583
3569	0.2155796014
3570	0.2155790099
3571	0.2155719424
3572	0.2155694099
3573	0.215564974
3574	0.2155613284
3575	0.2155566368
3576	0.2155472061
3577	0.2155427214
3578	0.2155333695
3579	0.2155299286
3580	0.2155212553
3581	0.2155195749
3582	0.2155182614
3583	0.2155147332
3584	0.2155084468
3585	0.2155048493
3586	0.2155017941
3587	0.2155003023
3588	0.2154963596
3589	0.2154870523
3590	0.2154815342
3591	0.2154759187
3592	0.2154698423
3593	0.2154665402
3594	0.2154640856
3595	0.2154560867
3596	0.2154478624
3597	0.2154445186
3598	0.2154411925
3599	0.2154388858
3600	0.2154349192
3601	0.2154275143
3602	0.2154225362
3603	0.2154156592
3604	0.2154136995
3605	0.2154092852
3606	0.2154078197
3607	0.2154026453
3608	0.215401467
3609	0.2153901693
3610	0.2153825711
3611	0.2153754004
3612	0.2153690439
3613	0.2153644909
3614	0.2153592719
3615	0.2153561998
3616	0.2153513707
3617	0.2153475551
3618	0.215341263
3619	0.2153387475
3620	0.2153376732
3621	0.2153302947
3622	0.2153295213
3623	0.2153205202
3624	0.2153169664
3625	0.215311391
3626	0.2153082196
3627	0.21530592
3628	0.2153039425
3629	0.215299932
3630	0.2152985976
3631	0.2152954801
3632	0.2152944946
3633	0.2152929983
3634	0.2152882639
3635	0.2152870411
3636	0.2152798316
3637	0.2152728961
3638	0.2152645239
3639	0.2152600563
3640	0.2152549665
3641	0.215248685
3642	0.2152434297
3643	0.2152409567
3644	0.215234568
3645	0.2152338987
3646	0.2152314007
3647	0.2152249069
3648	0.2152140828
3649	0.2152111419
3650	0.2152034212
3651	0.2152025984
3652	0.2151965329
3653	0.2151937146
3654	0.2151910987
3655	0.2151893567
3656	0.2151801436
3657	0.215178564
3658	0.2151672706
3659	0.2151645634
3660	0.2151624129
3661	0.2151554282
3662	0.2151482858
3663	0.2151477126
3664	0.215143327
3665	0.2151412499
3666	0.2151382453
3667	0.2151348058
3668	0.2151300306
3669	0.215129221
3670	0.21512678
3671	0.2151220378
3672	0.2151165227
3673	0.2151131773
3674	0.2151085385
3675	0.2151053096
3676	0.2151014929
3677	0.2150958619
3678	0.2150911104
3679	0.2150878495
3680	0.2150834707
3681	0.2150774437
3682	0.2150759121
3683	0.2150733216
3684	0.2150725059
3685	0.2150691267
3686	0.2150685651
3687	0.2150652268
3688	0.2150627378
3689	0.2150610088
3690	0.2150578481
3691	0.2150566203
3692	0.215054645
3693	0.2150496475
3694	0.2150449766
3695	0.2150390898
3696	0.215033573
3697	0.2150313162
3698	0.2150304536
3699	0.2150276039
3700	0.2150250956
3701	0.2150208049
3702	0.2150168834
3703	0.2150159411
3704	0.215013882
3705	0.2150098405
3706	0.2150046749
3707	0.215001377
3708	0.2149995831
3709	0.214994822
3710	0.2149921963
3711	0.2149861422
3712	0.2149815737
3713	0.2149790394
3714	0.2149770303
3715	0.2149675361
3716	0.2149642944
3717	0.2149615634
3718	0.2149603633
3719	0.2149546246
3720	0.2149513414
3721	0.2149450572
3722	0.2149431685
3723	0.2149419587
3724	0.2149312682
3725	0.2149287253
3726	0.2149255538
3727	0.214912003
3728	0.2149110936
3729	0.2149085905
3730	0.2149043808
3731	0.2149024453
3732	0.2148975289
3733	0.2148916272
3734	0.2148878682
3735	0.2148835752
3736	0.2148818751
3737	0.2148746465
3738	0.2148692182
3739	0.2148665765
3740	0.2148640342
3741	0.2148587596
3742	0.2148569101
3743	0.2148526446
3744	0.2148500949
3745	0.2148484001
3746	0.2148427931
3747	0.2148416293
3748	0.2148396395
3749	0.2148370491
3750	0.2148355717
3751	0.2148354168
3752	0.2148341695
3753	0.214828457
3754	0.2148256239
3755	0.2148226435
3756	0.2148197099
3757	0.2148135174
3758	0.2148065944
3759	0.2148048731
3760	0.214799466
3761	0.2147894262
3762	0.2147808729
3763	0.2147752634
3764	0.214768464
3765	0.2147636405
3766	0.2147612217
3767	0.2147564437
3768	0.2147471511
3769	0.2147427723
3770	0.2147417787
3771	0.2147386055
3772	0.2147380959
3773	0.2147342597
3774	0.2147321103
3775	0.2147304881
3776	0.2147278485
3777	0.2147254859
3778	0.2147239311
3779	0.2147194175
3780	0.2147132709
3781	0.2147100569
3782	0.2147044362
3783	0.214697558
3784	0.2146911319
3785	0.2146889797
3786	0.2146848908
3787	0.2146755899
3788	0.2146719967
3789	0.2146700053
3790	0.2146661708
3791	0.2146641084
3792	0.2146598705
3793	0.2146523255
3794	0.2146479545
3795	0.2146421578
3796	0.2146402813
3797	0.2146371081
3798	0.2146333511
3799	0.2146293728
3800	0.214626384
3801	0.2146202082
3802	0.2146174294
3803	0.2146132568
3804	0.2146077048
3805	0.2146043306
3806	0.2145980987
3807	0.2145941516
3808	0.2145923094
3809	0.2145903915
3810	0.214585244
3811	0.2145816103
3812	0.2145795865
3813	0.2145761686
3814	0.214567078
3815	0.2145633935
3816	0.2145559595
3817	0.2145544081
3818	0.2145502892
3819	0.2145428104
3820	0.2145372082
3821	0.214531952
3822	0.2145270329
3823	0.2145210758
3824	0.2145198011
3825	0.2145122385
3826	0.2145052293
3827	0.2144998511
3828	0.214495015
3829	0.2144891474
3830	0.2144843426
3831	0.2144792072
3832	0.2144740471
3833	0.2144708156
3834	0.2144678724
3835	0.214466526
3836	0.214465272
3837	0.214460243
3838	0.2144578344
3839	0.2144473018
3840	0.2144443544
3841	0.214441171
3842	0.2144340602
3843	0.2144317383
3844	0.2144265213
3845	0.2144250958
3846	0.2144207084
3847	0.2144193838
3848	0.2144117562
3849	0.2144043721
3850	0.214403608
3851	0.2144002322
3852	0.2143963609
3853	0.214391522
3854	0.2143887682
3855	0.2143865506
3856	0.2143770746
3857	0.2143712752
3858	0.214369907
3859	0.2143683706
3860	0.2143652777
3861	0.2143588239
3862	0.2143572807
3863	0.2143553985
3864	0.2143508917
3865	0.2143434491
3866	0.2143395898
3867	0.2143378057
3868	0.2143356861
3869	0.2143301529
3870	0.2143267146
3871	0.2143237375
3872	0.2143214115
3873	0.2143186205
3874	0.2143087218
3875	0.2143051095
3876	0.2143011251
3877	0.2142978112
3878	0.2142965297
3879	0.2142895994
3880	0.2142765463
3881	0.2142714639
3882	0.2142659572
3883	0.214264306
3884	0.2142553325
3885	0.2142521794
3886	0.214247087
3887	0.2142422784
3888	0.2142374522
3889	0.2142296751
3890	0.2142268124
3891	0.2142221121
3892	0.2142165667
3893	0.2142126746
3894	0.2142073913
3895	0.2141995734
3896	0.2141968465
3897	0.2141936483
3898	0.2141842753
3899	0.2141819002
3900	0.2141746422
3901	0.2141719071
3902	0.2141672369
3903	0.2141635105
3904	0.2141573047
3905	0.2141521324
3906	0.2141500179
3907	0.2141490101
3908	0.2141451341
3909	0.2141388042
3910	0.2141373868
3911	0.2141336263
3912	0.2141306205
3913	0.2141254305
3914	0.2141225121
3915	0.2141204477
3916	0.2141177177
3917	0.2141128673
3918	0.2141089296
3919	0.2141055138
3920	0.2141003238
3921	0.2140915096
3922	0.2140898427
3923	0.2140816625
3924	0.2140795406
3925	0.2140722915
3926	0.2140682951
3927	0.2140638637
3928	0.2140572584
3929	0.2140443489
3930	0.2140382292
3931	0.214036645
3932	0.2140341496
3933	0.2140323126
3934	0.214025797
3935	0.2140222782
3936	0.2140209673
3937	0.2140150684
3938	0.2140093919
3939	0.2140035352
3940	0.2139978489
3941	0.2139976987
3942	0.2139919526
3943	0.2139842863
3944	0.2139809365
3945	0.2139720601
3946	0.2139669479
3947	0.2139632098
3948	0.2139529044
3949	0.2139487897
3950	0.2139434277
3951	0.2139380256
3952	0.2139365551
3953	0.2139316984
3954	0.2139278489
3955	0.2139222988
3956	0.21392167
3957	0.2139177788
3958	0.2139165855
3959	0.213910988
3960	0.2139096006
3961	0.2139055045
3962	0.213902151
3963	0.2138996891
3964	0.2138921086
3965	0.2138862679
3966	0.2138819355
3967	0.2138792617
3968	0.2138761663
3969	0.2138733419
3970	0.2138701855
3971	0.2138621674
3972	0.2138606341
3973	0.213858748
3974	0.21385669
3975	0.2138523459
3976	0.2138488056
3977	0.2138436523
3978	0.2138369429
3979	0.2138358353
3980	0.2138346982
3981	0.2138276251
3982	0.2138266302
3983	0.2138258814
3984	0.2138181898
3985	0.2138109879
3986	0.2138065459
3987	0.2138033785
3988	0.2138014816
3989	0.2137982241
3990	0.2137919644
3991	0.2137867435
3992	0.2137847309
3993	0.21378187
3994	0.2137787946
3995	0.2137762378
3996	0.2137752284
3997	0.2137724269
3998	0.2137706857
3999	0.213769272
4000	0.2137644073
4001	0.2137630711
4002	0.2137573628
4003	0.2137509872
4004	0.2137473191
4005	0.2137404305
4006	0.2137366736
4007	0.213734766
4008	0.2137276446
4009	0.2137241668
4010	0.2137221092
4011	0.2137201359
4012	0.2137147747
4013	0.2137124219
4014	0.2137122676
4015	0.2137084829
4016	0.2137045383
4017	0.2137007501
4018	0.2136992761
4019	0.2136950568
4020	0.2136929491
4021	0.2136845279
4022	0.2136788083
4023	0.2136760319
4024	0.213672281
4025	0.2136685331
4026	0.2136659995
4027	0.2136632697
4028	0.2136607827
4029	0.2136587531
4030	0.2136565487
4031	0.2136524903
4032	0.2136501308
4033	0.213646286
4034	0.2136426377
4035	0.2136389606
4036	0.2136340444
4037	0.2136320372
4038	0.2136191657
4039	0.2136168778
4040	0.2136144482
4041	0.2136119777
4042	0.2136114102
4043	0.2136074852
4044	0.2136044424
4045	0.213604183
4046	0.2135988271
4047	0.2135958811
4048	0.2135939781
4049	0.2135895381
4050	0.2135853702
4051	0.2135820993
4052	0.2135767743
4053	0.2135706079
4054	0.2135685305
4055	0.2135679407
4056	0.2135643176
4057	0.2135587625
4058	0.2135566152
4059	0.2135563594
4060	0.2135543523
4061	0.2135540315
4062	0.213554027
4063	0.2135531029
4064	0.2135525003
4065	0.2135464686
4066	0.213542822
4067	0.2135415529
4068	0.2135339708
4069	0.2135258554
4070	0.2135204998
4071	0.2135191085
4072	0.2135156724
4073	0.2135150847
4074	0.213507299
4075	0.2135027117
4076	0.2135006229
4077	0.2134976061
4078	0.213493512
4079	0.2134916068
4080	0.2134905198
4081	0.2134891723
4082	0.2134871797
4083	0.2134844679
4084	0.213482535
4085	0.21348003
4086	0.2134749606
4087	0.2134703054
4088	0.2134637188
4089	0.2134584314
4090	0.2134547485
4091	0.213452141
4092	0.2134506925
4093	0.2134489446
4094	0.2134464742
4095	0.2134391085
4096	0.2134362632
4097	0.2134353778
4098	0.2134328391
4099	0.2134309778
4100	0.2134298404
4101	0.2134291375
4102	0.2134253033
4103	0.213420185
4104	0.2134192797
4105	0.2134183879
4106	0.213417368
4107	0.2134147371
4108	0.2134123261
4109	0.2134102804
4110	0.2134086246
4111	0.2134056771
4112	0.2134007683
4113	0.213399333
4114	0.2133940712
4115	0.2133928513
4116	0.2133896387
4117	0.2133859618
4118	0.2133843793
4119	0.2133806622
4120	0.2133772277
4121	0.2133746626
4122	0.2133718763
4123	0.2133687084
4124	0.2133646791
4125	0.2133623022
4126	0.2133585183
4127	0.2133527329
4128	0.2133484921
4129	0.2133416027
4130	0.2133394247
4131	0.2133349959
4132	0.2133307522
4133	0.2133272683
4134	0.2133198743
4135	0.2133157566
4136	0.2133130729
4137	0.2133098549
4138	0.2133088328
4139	0.2133001121
4140	0.2132954788
4141	0.2132915856
4142	0.2132868968
4143	0.2132770324
4144	0.213273177
4145	0.2132680547
4146	0.2132647256
4147	0.2132608597
4148	0.2132597322
4149	0.2132577157
4150	0.2132541975
4151	0.2132518661
4152	0.2132485129
4153	0.2132475713
4154	0.2132410123
4155	0.2132364532
4156	0.2132339119
4157	0.2132277788
4158	0.2132257238
4159	0.2132211177
4160	0.2132184846
4161	0.2132145155
4162	0.2132117388
4163	0.2132098928
4164	0.2132083625
4165	0.2132069626
4166	0.2132035641
4167	0.2131972931
4168	0.213193651
4169	0.2131889058
4170	0.2131868956
4171	0.2131849467
4172	0.2131805863
4173	0.2131786381
4174	0.2131770732
4175	0.2131747626
4176	0.2131725786
4177	0.2131695727
4178	0.2131655892
4179	0.2131616763
4180	0.2131587056
4181	0.213155615
4182	0.213152322
4183	0.2131468835
4184	0.2131424827
4185	0.2131377199
4186	0.2131291737
4187	0.213126504
4188	0.2131222973
4189	0.2131178379
4190	0.2131160889
4191	0.2131145739
4192	0.2131086568
4193	0.2131019927
4194	0.2131007175
