iter	MAE
331	0.2709402427
332	0.2708553216
333	0.2707244813
334	0.2706647662
335	0.2705448956
336	0.270486897
337	0.2703603668
338	0.2702634237
339	0.2702070427
340	0.2701437226
341	0.2700768497
342	0.2700206192
343	0.2698535522
344	0.2697946469
345	0.2697292208
346	0.2695189637
347	0.2694529346
348	0.2693361761
349	0.2691922361
350	0.2690867712
351	0.2689845655
352	0.268906981
353	0.2688640249
354	0.2687829431
355	0.2687113661
356	0.2686197337
357	0.2684816228
358	0.2684219823
359	0.2683580327
360	0.2682948567
361	0.2682383405
362	0.2681604008
363	0.2681171064
364	0.2680661818
365	0.2680109938
366	0.2679153863
367	0.2678404108
368	0.2678007226
369	0.2676507387
370	0.267567472
371	0.2674921161
372	0.2674397375
373	0.2673843255
374	0.2673050164
375	0.2672143056
376	0.2671415855
377	0.2670817076
378	0.2669654851
379	0.2668797478
380	0.2667763518
381	0.2666582562
382	0.2665853404
383	0.2665232592
384	0.2664739439
385	0.2664174585
386	0.2663857721
387	0.2663369762
388	0.2662637531
389	0.2661947298
390	0.2661067794
391	0.2660095073
392	0.2659383423
393	0.2658625703
394	0.2657703114
395	0.265674382
396	0.2656203395
397	0.2655691231
398	0.2655108193
399	0.2654454242
400	0.265330902
401	0.2652358451
402	0.265156929
403	0.2651113974
404	0.2650367755
405	0.2649083823
406	0.2648624764
407	0.2648006486
408	0.2647372244
409	0.2646776603
410	0.2645995154
411	0.264536267
412	0.2644751068
413	0.2643791948
414	0.2642985814
415	0.2642467022
416	0.2641948277
417	0.2640642421
418	0.263987949
419	0.2639254425
420	0.2638700981
421	0.2637889587
422	0.2637274649
423	0.2636836566
424	0.2635894814
425	0.2635341235
426	0.263490307
427	0.2634548098
428	0.2634127616
429	0.2633318137
430	0.2632927697
431	0.2632281134
432	0.2631657299
433	0.2630771861
434	0.2630399392
435	0.2629950791
436	0.26293617
437	0.262864472
438	0.2628162085
439	0.2627484464
440	0.2626515974
441	0.2626041404
442	0.2625767351
443	0.2625111084
444	0.2624783767
445	0.2624454738
446	0.2624027945
447	0.2622975946
448	0.262205154
449	0.2621742174
450	0.2621095906
451	0.2620713571
452	0.2620080817
453	0.2619599795
454	0.2618550057
455	0.2618103514
456	0.2617376265
457	0.2616446358
458	0.2616062281
459	0.2615220366
460	0.2614229208
461	0.2612964635
462	0.2612568911
463	0.2612237748
464	0.2611504209
465	0.2611139191
466	0.2610634353
467	0.2610056798
468	0.2609722473
469	0.2608799409
470	0.2608113126
471	0.2607695772
472	0.2607026243
473	0.2606230494
474	0.2605839668
475	0.2605598098
476	0.260506285
477	0.2604485681
478	0.260385947
479	0.2602947779
480	0.2602019459
481	0.2601088018
482	0.2600432749
483	0.2599820838
484	0.2599083328
485	0.2598856506
486	0.2597875905
487	0.259758397
488	0.2597293337
489	0.2596670127
490	0.2596134345
491	0.2595782382
492	0.2595246478
493	0.2594656619
494	0.2594117244
495	0.2593572272
496	0.2593199768
497	0.2592765642
498	0.2592376265
499	0.2591954172
500	0.2591258126
501	0.2590162245
502	0.2589762288
503	0.2589422516
504	0.2588538792
505	0.2588017162
506	0.2587650587
507	0.2587002108
508	0.2586622492
509	0.2586241608
510	0.2585696624
511	0.2585219279
512	0.258473915
513	0.2584193026
514	0.2583641811
515	0.258314459
516	0.2582561689
517	0.2582199842
518	0.2581769102
519	0.2581417123
520	0.2580700865
521	0.258039258
522	0.2579510497
523	0.25788992
524	0.2578564322
525	0.2578155437
526	0.2577441748
527	0.2576962149
528	0.2576657608
529	0.2576163938
530	0.2575882657
531	0.2575523442
532	0.2575083734
533	0.2574521475
534	0.2574211054
535	0.2573585678
536	0.2572799482
537	0.2572366796
538	0.2571748434
539	0.2571265631
540	0.2570874766
541	0.257047673
542	0.2570103628
543	0.2569604822
544	0.2569215162
545	0.2568949486
546	0.2568613862
547	0.2568341376
548	0.256724798
549	0.2566820663
550	0.2566538554
551	0.2566309096
552	0.2565440619
553	0.2564934999
554	0.2564279013
555	0.2563808661
556	0.2563502576
557	0.2562925409
558	0.2562607576
559	0.2561875527
560	0.2561577699
561	0.2560580674
562	0.256007272
563	0.255972195
564	0.2559252592
565	0.2558951851
566	0.2558505971
567	0.2558087888
568	0.2557480548
569	0.2557112239
570	0.255685147
571	0.255651257
572	0.2556103657
573	0.2555587942
574	0.2555247466
575	0.2554348132
576	0.2554022153
577	0.2553717637
578	0.2553347042
579	0.2552870206
580	0.2552162161
581	0.2551852141
582	0.2551510939
583	0.2551098265
584	0.2550823348
585	0.2550554174
586	0.2550297545
587	0.2549894017
588	0.2549669762
589	0.254918343
590	0.2548575414
591	0.2548277578
592	0.2547799043
593	0.2547460748
594	0.2546731515
595	0.2546394089
596	0.2546153892
597	0.2545504918
598	0.2545221271
599	0.254492338
600	0.2544404131
601	0.254397497
602	0.2543350446
603	0.2542873565
604	0.2542551542
605	0.2542192409
606	0.2541766767
607	0.2541094776
608	0.2540684448
609	0.2540089188
610	0.253939363
611	0.2538793565
612	0.2538469952
613	0.2538056214
614	0.2537867787
615	0.2537409785
616	0.2537061198
617	0.2536728666
618	0.2536440152
619	0.2536139352
620	0.2535613799
621	0.2535077854
622	0.2534391812
623	0.2534024972
624	0.2533733587
625	0.2533262688
626	0.2533000961
627	0.2532672229
628	0.2532205896
629	0.2531819063
630	0.253132456
631	0.2530890492
632	0.2530361208
633	0.2529966452
634	0.2529657334
635	0.2529453263
636	0.2529172603
637	0.2528841019
638	0.2528435321
639	0.2528062006
640	0.2527424049
641	0.2527050084
642	0.2526644062
643	0.2526369078
644	0.2526106006
645	0.2525783503
646	0.2525445738
647	0.2524783669
648	0.252437931
649	0.2524003459
650	0.2523742312
651	0.2523406484
652	0.2522912485
653	0.2522507494
654	0.2522147256
655	0.2521568161
656	0.2521366338
657	0.2520997613
658	0.2520706971
659	0.2520168709
660	0.2519646629
661	0.2519389488
662	0.2518971331
663	0.2518707564
664	0.2518226005
665	0.2517978157
666	0.2517345063
667	0.2517042271
668	0.2516728942
669	0.2516496613
670	0.2516242566
671	0.2515904834
672	0.2515739073
673	0.2515536317
674	0.2515157479
675	0.2514791562
676	0.2514467866
677	0.2514125862
678	0.2513820314
679	0.2513619302
680	0.2513319278
681	0.2513090153
682	0.2512793186
683	0.251228343
684	0.251199193
685	0.251171865
686	0.251121051
687	0.2510785566
688	0.2510546371
689	0.2510219723
690	0.2509922449
691	0.2509658344
692	0.2509273229
693	0.2508941193
694	0.2508509619
695	0.2508257743
696	0.2507764906
697	0.250747231
698	0.2507207377
699	0.2506809332
700	0.2506504736
701	0.2506265402
702	0.250597247
703	0.2505630876
704	0.2504822186
705	0.2504497181
706	0.2504075997
707	0.2503814748
708	0.2503435714
709	0.2503273471
710	0.2502823181
711	0.250251895
712	0.2502186557
713	0.2501837916
714	0.2501388777
715	0.250108579
716	0.2500858295
717	0.2500564794
718	0.2500168485
719	0.2500030814
720	0.249977415
721	0.2499233866
722	0.2498835535
723	0.2498578544
724	0.2498081466
725	0.2497911137
726	0.2497247404
727	0.2496997882
728	0.2496695298
729	0.2496439696
730	0.2495872982
731	0.2495771608
732	0.249561923
733	0.2495243289
734	0.249489986
735	0.2494385813
736	0.2494204575
737	0.2494009454
738	0.2493574809
739	0.2493288436
740	0.2493047024
741	0.2492686145
742	0.2492336451
743	0.2491890029
744	0.2491577576
745	0.2491091931
746	0.2490701884
747	0.2490382857
748	0.2490244814
749	0.2489982992
750	0.2489522158
751	0.2489299236
752	0.2489116695
753	0.2488839388
754	0.2488499085
755	0.2488131257
756	0.2487684999
757	0.2487364631
758	0.2487100295
759	0.2486672506
760	0.2486400838
761	0.2485963227
762	0.2485713626
763	0.248525577
764	0.2485091086
765	0.2484833944
766	0.2484411111
767	0.2484094171
768	0.2483930979
769	0.248341504
770	0.2482831031
771	0.2482541831
772	0.2482219606
773	0.2481839866
774	0.2481581755
775	0.248112539
776	0.2480863325
777	0.2480599167
778	0.2480430526
779	0.2480212117
780	0.2480018871
781	0.2479765805
782	0.2479293948
783	0.2479102462
784	0.2478732524
785	0.2478555382
786	0.247834779
787	0.2478036217
788	0.2477649775
789	0.2477088338
790	0.2476738837
791	0.2476538883
792	0.2476334209
793	0.247584423
794	0.2475454061
795	0.2475156973
796	0.247481266
797	0.2474395327
798	0.2474148989
799	0.2473899319
800	0.2473712438
801	0.2473368699
802	0.2472844214
803	0.2472427251
804	0.2472135772
805	0.2471925111
806	0.2471693884
807	0.247154277
808	0.2471310547
809	0.2471098541
810	0.2470758244
811	0.2470509248
812	0.247014372
813	0.2469939202
814	0.2469556537
815	0.2469403062
816	0.2468926164
817	0.2468731431
818	0.2468463048
819	0.2468330376
820	0.2468101783
821	0.2467717401
822	0.2467553044
823	0.2467138766
824	0.246683676
825	0.2466495263
826	0.2465915077
827	0.2465707324
828	0.2465353031
829	0.2465046338
830	0.2464945815
831	0.2464724551
832	0.2464480455
833	0.246431756
834	0.2463910946
835	0.2463717358
836	0.2463456165
837	0.2463143684
838	0.2462840764
839	0.2462535494
840	0.2461900797
841	0.2461535697
842	0.2461226131
843	0.2460850925
844	0.2460553052
845	0.2460326025
846	0.2460164382
847	0.2459801643
848	0.2459527871
849	0.2458982722
850	0.2458838872
851	0.2458565199
852	0.2458159161
853	0.2457910826
854	0.2457654964
855	0.2457317396
856	0.2457059047
857	0.2456821002
858	0.2456623363
859	0.2456427499
860	0.2456055936
861	0.2455726442
862	0.2455425917
863	0.2455225377
864	0.2455033049
865	0.2454819066
866	0.2454552108
867	0.2454327608
868	0.245399476
869	0.2453653702
870	0.2453456
871	0.2453153367
872	0.2452971789
873	0.2452683466
874	0.2452507058
875	0.2451976421
876	0.2451839462
877	0.2451637233
878	0.2451328621
879	0.2451076913
880	0.2450843748
881	0.2450574925
882	0.24503508
883	0.2450112935
884	0.2449950329
885	0.2449708914
886	0.2449594228
887	0.244928779
888	0.2449112129
889	0.2449012335
890	0.2448787484
891	0.2448237195
892	0.2448083326
893	0.2447753184
894	0.2447405633
895	0.2447192532
896	0.2446667261
897	0.2446415798
898	0.2446240488
899	0.2445990858
900	0.2445567172
901	0.2445208168
902	0.2444850204
903	0.2444607034
904	0.244443809
905	0.2444248848
906	0.2443831654
907	0.2443668889
908	0.2443359674
909	0.244311067
910	0.2442859531
911	0.2442368023
912	0.2442091102
913	0.2441651109
914	0.2441404568
915	0.2441147198
916	0.2440869789
917	0.2440657926
918	0.2440403382
919	0.2440149983
920	0.2439990321
921	0.2439625268
922	0.2439174922
923	0.2438829359
924	0.2438476189
925	0.2438229278
926	0.2437996492
927	0.2437845207
928	0.2437730325
929	0.2437492132
930	0.2437160988
931	0.2436917472
932	0.243657141
933	0.2436436958
934	0.2435929492
935	0.2435526368
936	0.2435347911
937	0.243513375
938	0.2434650197
939	0.2434467631
940	0.2434228266
941	0.2434006569
942	0.24336578
943	0.2433403936
944	0.2433135821
945	0.2432819596
946	0.2432446151
947	0.2432108929
948	0.243176385
949	0.2431643592
950	0.2431384191
951	0.2431275208
952	0.2431070879
953	0.2430894624
954	0.243072033
955	0.2430363701
956	0.2430104715
957	0.2429875166
958	0.2429669742
959	0.2429459565
960	0.2429328941
961	0.2429240147
962	0.2429066467
963	0.2428913452
964	0.2428666074
965	0.2428466179
966	0.2428113612
967	0.24278681
968	0.242753587
969	0.2427322691
970	0.242690117
971	0.2426685226
972	0.2426411683
973	0.2426058094
974	0.2425795628
975	0.2425538151
976	0.2425264696
977	0.2425081888
978	0.242474378
979	0.2424518548
980	0.2424235908
981	0.2424056058
982	0.2423677196
983	0.2423540133
984	0.2423258932
985	0.2422783053
986	0.2422592392
987	0.2422110272
988	0.2421941189
989	0.242176795
990	0.2421594029
991	0.2421373263
992	0.2421032407
993	0.2420672672
994	0.2420546069
995	0.2420349543
996	0.242015818
997	0.2419878187
998	0.241938739
999	0.2419259018
1000	0.241897933
1001	0.2418787454
1002	0.2418461686
1003	0.241823856
1004	0.2417976758
1005	0.2417614009
1006	0.2417355969
1007	0.2417045366
1008	0.2416728133
1009	0.2416483361
1010	0.2416252967
1011	0.2416057251
1012	0.241577805
1013	0.24155594
1014	0.2415388685
1015	0.2415176355
1016	0.2415026017
1017	0.2414890068
1018	0.2414736101
1019	0.2414525699
1020	0.2414364917
1021	0.2414233381
1022	0.2413974639
1023	0.2413803012
1024	0.2413655765
1025	0.2413524993
1026	0.2413295558
1027	0.2413124826
1028	0.2412865346
1029	0.241265938
1030	0.2412502986
1031	0.241230394
1032	0.2412212249
1033	0.2411912957
1034	0.2411741801
1035	0.2411521532
1036	0.2411330363
1037	0.2411083601
1038	0.2410855877
1039	0.2410528297
1040	0.2410417073
1041	0.2410262266
1042	0.2410018872
1043	0.240985608
1044	0.2409720552
1045	0.2409383204
1046	0.2409279039
1047	0.2409049323
1048	0.2408865461
1049	0.2408689178
1050	0.2408421742
1051	0.2408214492
1052	0.2407864019
1053	0.2407663812
1054	0.2407500189
1055	0.2407156556
1056	0.2406929343
1057	0.2406782074
1058	0.2406432283
1059	0.2406270982
1060	0.2406075681
1061	0.2405829469
1062	0.2405653826
1063	0.2405369525
1064	0.2405195398
1065	0.240505881
1066	0.2404838315
1067	0.2404578065
1068	0.2404283182
1069	0.2404082324
1070	0.2403858152
1071	0.2403507351
1072	0.2403276848
1073	0.2403033104
1074	0.240278982
1075	0.2402467032
1076	0.2402236346
1077	0.2402019577
1078	0.2401852883
1079	0.2401616989
1080	0.2401478516
1081	0.2401124151
1082	0.2400911622
1083	0.2400710125
1084	0.2400437174
1085	0.2400187087
1086	0.2399963707
1087	0.2399861585
1088	0.2399614661
1089	0.2399473213
1090	0.2399219453
1091	0.2399067695
1092	0.2398922236
1093	0.2398705809
1094	0.2398552826
1095	0.2398284779
1096	0.2398109199
1097	0.2397943443
1098	0.2397731773
1099	0.2397607648
1100	0.2397346191
1101	0.2396890439
1102	0.2396671099
1103	0.2396541948
1104	0.2396302259
1105	0.2395921374
1106	0.239574242
1107	0.2395517615
1108	0.2395371089
1109	0.2395124884
1110	0.2394929081
1111	0.2394647288
1112	0.2394559528
1113	0.2394393203
1114	0.2394236428
1115	0.2394061664
1116	0.2393879776
1117	0.2393692775
1118	0.2393446205
1119	0.2393263624
1120	0.2393138108
1121	0.2393000443
1122	0.2392904703
1123	0.2392774519
1124	0.2392410226
1125	0.2392270289
1126	0.2392109048
1127	0.2391860356
1128	0.2391696851
1129	0.2391495441
1130	0.2391232004
1131	0.2391045685
1132	0.2390895827
1133	0.2390715017
1134	0.2390620134
1135	0.2390521417
1136	0.239037445
1137	0.2390048577
1138	0.2389830318
1139	0.238965192
1140	0.23895174
1141	0.2389291444
1142	0.238913917
1143	0.2388973383
1144	0.2388823253
1145	0.2388560376
1146	0.2388315672
1147	0.2388185908
1148	0.2388081094
1149	0.2387917616
1150	0.2387723213
1151	0.2387540053
1152	0.2387176326
1153	0.2386979724
1154	0.2386822006
1155	0.2386627638
1156	0.2386516619
1157	0.238631594
1158	0.2386170721
1159	0.2386076986
1160	0.2385859974
1161	0.238567495
1162	0.2385360651
1163	0.2385030537
1164	0.2384760836
1165	0.238460337
1166	0.2384487545
1167	0.2384390546
1168	0.2384170751
1169	0.2383843707
1170	0.2383727221
1171	0.2383579719
1172	0.2383393797
1173	0.2383149748
1174	0.2382912727
1175	0.2382632057
1176	0.2382518327
1177	0.2382318939
1178	0.2382093889
1179	0.2381883513
1180	0.2381718775
1181	0.2381487847
1182	0.2381347846
1183	0.2381208839
1184	0.2381076195
1185	0.2380866033
1186	0.2380745731
1187	0.2380157504
1188	0.2379998259
1189	0.2379669179
1190	0.237951332
1191	0.2379272349
1192	0.2378967774
1193	0.2378790629
1194	0.2378680747
1195	0.2378503251
1196	0.2378267126
1197	0.2378134192
1198	0.2378035627
1199	0.237787346
1200	0.2377537837
1201	0.2377296921
1202	0.2377133105
1203	0.2376978211
1204	0.2376803022
1205	0.2376429781
1206	0.2376300286
1207	0.2376059283
1208	0.2375955593
1209	0.2375671127
1210	0.2375430551
1211	0.2375229188
1212	0.2375087806
1213	0.2374883802
1214	0.2374703266
1215	0.237460542
1216	0.2374440454
1217	0.2374304966
1218	0.2374186723
1219	0.2373897605
1220	0.2373770952
1221	0.2373602423
1222	0.2373398331
1223	0.237323735
1224	0.2373003173
1225	0.2372861586
1226	0.2372665585
1227	0.2372523235
1228	0.2372379417
1229	0.2372087072
1230	0.2371724508
1231	0.237143749
1232	0.237133197
1233	0.2371145066
1234	0.2371030586
1235	0.2370940044
1236	0.2370738938
1237	0.2370494284
1238	0.2370333871
1239	0.2370101225
1240	0.2369930758
1241	0.2369815642
1242	0.2369693396
1243	0.2369452998
1244	0.2369216022
1245	0.2369101184
1246	0.2368948797
1247	0.2368751433
1248	0.2368635198
1249	0.2368481953
1250	0.2368351022
1251	0.2368107971
1252	0.2367938399
1253	0.2367751047
1254	0.2367637485
1255	0.2367427996
1256	0.2367275216
1257	0.2367113354
1258	0.2366953405
1259	0.2366775202
1260	0.2366632233
1261	0.2366502087
1262	0.2366333684
1263	0.2366260713
1264	0.2366067578
1265	0.2366001197
1266	0.2365799369
1267	0.2365549356
1268	0.236537822
1269	0.2365196137
1270	0.236507662
1271	0.2364961565
1272	0.2364711921
1273	0.2364522259
1274	0.2364318382
1275	0.2364164924
1276	0.2364004745
1277	0.2363904691
1278	0.2363654597
1279	0.2363570219
1280	0.2363429917
1281	0.2363242549
1282	0.236300243
1283	0.2362885719
1284	0.236271538
1285	0.2362511809
1286	0.2362340267
1287	0.2362219278
1288	0.2361998539
1289	0.2361624466
1290	0.2361376535
1291	0.236121523
1292	0.2361026253
1293	0.2360821365
1294	0.2360582407
1295	0.2360370095
1296	0.2360225938
1297	0.236011355
1298	0.2359905635
1299	0.2359742946
1300	0.235963863
1301	0.2359505321
1302	0.2359289878
1303	0.2358925114
1304	0.2358676998
1305	0.2358521832
1306	0.2358335869
1307	0.2358108037
1308	0.2357902042
1309	0.2357785675
1310	0.2357661019
1311	0.2357506766
1312	0.2357273749
1313	0.2357059031
1314	0.2356730872
1315	0.2356477401
1316	0.235624991
1317	0.2356115133
1318	0.2355782334
1319	0.2355562168
1320	0.2355467954
1321	0.2355340496
1322	0.235525339
1323	0.2355110823
1324	0.2354663444
1325	0.2354417243
1326	0.2354232268
1327	0.2354164136
1328	0.2354054097
1329	0.2353869371
1330	0.2353715023
1331	0.2353479737
1332	0.2353301383
1333	0.2353161447
1334	0.2352978838
1335	0.2352781585
1336	0.2352621374
1337	0.2352511121
1338	0.2352341939
1339	0.2352183913
1340	0.2351978709
1341	0.2351811828
1342	0.2351641912
1343	0.2351533872
1344	0.2351329098
1345	0.2351250689
1346	0.2351080629
1347	0.2350962173
1348	0.2350689426
1349	0.2350476539
1350	0.2350314694
1351	0.2350189429
1352	0.2349915043
1353	0.2349774236
1354	0.2349574195
1355	0.2349463866
1356	0.2349316241
1357	0.2349144627
1358	0.2348957314
1359	0.2348725355
1360	0.2348610617
1361	0.2348416266
1362	0.234825591
1363	0.2348013812
1364	0.2347777277
1365	0.2347606125
1366	0.2347368184
1367	0.2347219564
1368	0.2347047411
1369	0.2346873763
1370	0.2346756409
1371	0.2346637879
1372	0.2346524853
1373	0.2346344043
1374	0.2346163406
1375	0.2346065966
1376	0.2345813261
1377	0.2345678154
1378	0.2345533046
1379	0.2345443162
1380	0.2345260044
1381	0.2345148899
1382	0.234496124
1383	0.2344709899
1384	0.2344532253
1385	0.2344399683
1386	0.2344202164
1387	0.2344027157
1388	0.2343800088
1389	0.2343695872
1390	0.2343493127
1391	0.2343366673
1392	0.2343228156
1393	0.2343067331
1394	0.2342926369
1395	0.2342726
1396	0.2342561496
1397	0.2342488653
1398	0.2342194627
1399	0.2342035246
1400	0.2341818675
1401	0.2341724029
1402	0.2341571978
1403	0.2341336859
1404	0.2341170924
1405	0.2340930589
1406	0.2340806422
1407	0.234054558
1408	0.2340408174
1409	0.2340279838
1410	0.2340167391
1411	0.2339961706
1412	0.2339839925
1413	0.2339669749
1414	0.2339500198
1415	0.2339393514
1416	0.2339251479
1417	0.2339091336
1418	0.2338941081
1419	0.2338672082
1420	0.233855504
1421	0.2338387387
1422	0.2338144003
1423	0.2337966258
1424	0.2337839186
1425	0.2337676363
1426	0.2337504101
1427	0.233740081
1428	0.2337258158
1429	0.2337033471
1430	0.2336937876
1431	0.2336788593
1432	0.2336538397
1433	0.2336380192
1434	0.2336022655
1435	0.2335858808
1436	0.2335633131
1437	0.233548554
1438	0.2335335663
1439	0.2335192309
1440	0.2335068362
1441	0.2334938121
1442	0.2334800006
1443	0.2334580721
1444	0.2334360411
1445	0.233423583
1446	0.233400067
1447	0.2333862339
1448	0.2333690579
1449	0.2333570207
1450	0.2333368803
1451	0.2333109774
1452	0.2333040748
1453	0.2332944897
1454	0.2332783923
1455	0.2332669676
1456	0.233257744
1457	0.2332401579
1458	0.233212134
1459	0.2331960319
1460	0.2331846283
1461	0.2331646137
1462	0.233149911
1463	0.2331320603
1464	0.2331184671
1465	0.2331044927
1466	0.2330927624
1467	0.2330756418
1468	0.2330688304
1469	0.2330580298
1470	0.2330443447
1471	0.2330255341
1472	0.2330107321
1473	0.2329979774
1474	0.2329886648
1475	0.2329562157
1476	0.2329421891
1477	0.2329260373
1478	0.2329166209
1479	0.2329085676
1480	0.2329007222
1481	0.232879014
1482	0.2328688919
1483	0.2328453409
1484	0.2328282257
1485	0.2328157387
1486	0.2327871381
1487	0.2327699282
1488	0.2327538646
1489	0.2327360276
1490	0.232725589
1491	0.2327113147
1492	0.2326940932
1493	0.2326768647
1494	0.2326541674
1495	0.2326354299
1496	0.2326153432
1497	0.2325973868
1498	0.2325824981
1499	0.2325735537
1500	0.2325544814
1501	0.2325352065
1502	0.2325178382
1503	0.2325048237
1504	0.2324878246
1505	0.2324697947
1506	0.2324489678
1507	0.232438568
1508	0.2324252254
1509	0.2324179065
1510	0.2324061208
1511	0.2323928883
1512	0.2323744814
